bin	marker_lineage	genomes	markers	marker_sets	completeness	contamination	strain_heterogeneity	genome_size	ambiguous_bases	scaffolds	contigs	N50_scaffolds	N50_contigs	mean_scaffold_length	mean_contig_length	longest_scaffold	longest_contig	gc	gc_std_scaffolds	coding_density	translation_table	predicted_genes	0	1	2	3	4	5+
SPAdes-MetaBAT2-S15.57	o__Actinomycetales (UID1663)	488	309	185	92.54	2.01	50.00	3010495	10393	219	326	21122	13292	13746	9202	80190	55168	72.5	2.22	88.29	11	3069	39	264	6	0	0	0
SPAdes-MetaBAT2-S15.58	k__Bacteria (UID203)	5449	104	58	75.52	3.45	100.00	2462727	4118	228	273	15222	12561	10801	9005	71666	62529	62.2	1.83	90.57	11	2229	50	52	2	0	0	0
SPAdes-MetaBAT2-S15.59	k__Bacteria (UID203)	5449	104	58	25.40	10.69	27.27	13772460	2554	573	624	34926	33176	24035	22067	138229	138229	51.3	0.84	79.93	4	19024	65	27	7	5	0	0
SPAdes-MetaBAT2-S15.61	p__Firmicutes (UID239)	1324	173	101	89.75	1.82	66.67	2375080	830	248	259	15137	14037	9576	9166	60571	60571	69.3	1.88	90.79	11	2464	20	150	3	0	0	0
SPAdes-MetaBAT2-S15.62	p__Firmicutes (UID239)	1324	173	101	88.28	1.98	0.00	3011887	1725	263	299	17201	15913	11452	10067	59856	51397	73.8	2.34	88.07	11	2855	13	159	0	1	0	0
SPAdes-MetaBAT2-S15.65	k__Bacteria (UID203)	5449	103	58	12.01	0.00	0.00	524812	335	196	216	2817	2654	2677	2428	7129	7129	70.2	2.50	90.77	11	655	90	13	0	0	0	0
SPAdes-MetaBAT2-S15.67	k__Bacteria (UID1452)	924	161	108	95.83	4.49	10.00	5505895	1100	92	112	88602	70884	59846	49149	285282	257128	70.8	1.39	86.92	11	5531	5	146	10	0	0	0
SPAdes-MetaBAT2-S15.68	k__Bacteria (UID1453)	901	171	117	97.07	2.56	25.00	3322239	9320	131	226	46316	24904	25360	14658	175462	139863	71.8	2.37	87.78	11	3089	6	161	4	0	0	0
SPAdes-MetaBAT2-S15.70	o__Rhizobiales (UID3654)	92	481	319	94.20	1.25	40.00	2988330	7120	98	171	58910	31645	30493	17433	174381	151642	59.6	1.17	83.98	11	2843	22	454	5	0	0	0
SPAdes-MetaBAT2-S15.71	o__Actinomycetales (UID1663)	488	309	185	81.27	1.40	25.00	2234821	2766	171	201	20069	16870	13069	11104	86839	86839	44.8	1.21	87.51	11	2110	80	225	4	0	0	0
SPAdes-MetaBAT2-S15.73	o__Actinomycetales (UID1696)	455	311	187	99.38	2.85	0.00	3388606	1686	119	140	45101	38202	28475	24192	151507	151507	70.9	2.43	90.83	11	3377	3	301	7	0	0	0
SPAdes-MetaBAT2-S15.74	k__Bacteria (UID1453)	901	171	117	98.29	1.28	0.00	2266332	1510	98	114	39137	36841	23125	19866	132380	110531	48.3	1.12	88.18	11	2111	2	167	2	0	0	0
SPAdes-MetaBAT2-S15.78	k__Bacteria (UID203)	5449	104	58	94.53	45.73	90.00	8938002	6321	1976	2148	6203	5633	4523	4158	55292	55292	66.6	2.51	89.18	11	10490	8	48	47	1	0	0
SPAdes-MetaBAT2-S15.8	o__Actinomycetales (UID1663)	488	309	185	90.50	3.96	0.00	3739825	1520	165	182	81575	58590	22665	20540	243939	163479	71.0	2.46	89.96	11	3685	45	256	8	0	0	0
SPAdes-MetaBAT2-S15.9	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	663911	692	202	250	3377	3044	3286	2652	10757	9913	45.4	1.32	87.16	11	778	91	13	0	0	0	0
SPAdes-MetaBAT2-S17.10	k__Bacteria (UID1452)	924	151	101	67.63	6.71	0.00	3186746	2878	1045	1275	3301	2963	3049	2497	13332	10689	64.7	1.90	89.31	11	3892	54	88	8	1	0	0
SPAdes-MetaBAT2-S17.100	k__Bacteria (UID3187)	2258	188	117	97.34	0.85	0.00	4026354	400	97	101	92839	92839	41508	39860	423559	423559	57.1	2.09	90.06	11	3576	6	181	1	0	0	0
SPAdes-MetaBAT2-S17.101	k__Bacteria (UID1452)	924	151	101	30.99	0.00	0.00	1616631	2179	707	874	2304	2118	2286	1847	7284	5293	64.9	2.08	84.62	11	1983	109	42	0	0	0	0
SPAdes-MetaBAT2-S17.104	k__Bacteria (UID203)	5449	104	58	23.43	0.00	0.00	1910009	1200	308	320	9203	8037	6201	5965	36400	36400	67.0	1.76	89.36	11	1869	88	16	0	0	0	0
SPAdes-MetaBAT2-S17.107	k__Bacteria (UID1453)	901	171	117	97.36	1.66	16.67	1966500	1150	88	104	41768	37714	22346	18897	130738	130738	71.6	1.59	92.91	11	1989	4	161	6	0	0	0
SPAdes-MetaBAT2-S17.11	root (UID1)	5656	56	24	0.00	0.00	0.00	961186	330	130	136	11197	10725	7393	7065	40731	40731	62.5	1.86	86.72	11	1125	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.111	p__Firmicutes (UID239)	1324	173	101	34.08	0.99	0.00	1037946	1011	448	539	2307	2120	2316	1923	6786	5215	73.1	2.50	88.17	11	1287	115	57	1	0	0	0
SPAdes-MetaBAT2-S17.112	c__Alphaproteobacteria (UID3305)	564	349	230	88.16	3.57	50.00	4326155	3875	691	777	9083	8358	6260	5562	38916	36719	69.2	2.34	89.87	11	4546	48	289	10	2	0	0
SPAdes-MetaBAT2-S17.113	p__Euryarchaeota (UID3)	148	187	124	98.25	0.81	0.00	1575602	100	64	65	34899	34899	24618	24238	167416	167416	45.3	2.23	89.57	11	1658	4	182	1	0	0	0
SPAdes-MetaBAT2-S17.114	k__Bacteria (UID1453)	901	171	117	80.27	1.14	50.00	2836964	1552	488	556	7082	6583	5813	5099	26631	26631	63.6	1.50	92.52	11	3083	27	142	2	0	0	0
SPAdes-MetaBAT2-S17.117	c__Alphaproteobacteria (UID3305)	564	349	230	8.33	0.00	0.00	281634	900	60	69	5337	4965	4693	4068	14569	13598	68.6	1.24	89.46	11	322	307	42	0	0	0	0
SPAdes-MetaBAT2-S17.118	k__Bacteria (UID1453)	901	171	117	94.87	2.99	0.00	3895886	2840	107	139	68831	57654	36410	28007	213691	204294	71.7	1.89	89.42	11	3819	20	147	4	0	0	0
SPAdes-MetaBAT2-S17.119	k__Bacteria (UID3060)	138	338	246	58.13	1.22	0.00	843905	574	17	22	84963	84963	49641	38333	142575	142575	33.3	1.13	91.00	11	853	119	216	3	0	0	0
SPAdes-MetaBAT2-S17.120	k__Bacteria (UID1452)	924	151	101	87.68	2.97	33.33	3415685	1725	453	541	10225	9224	7540	6310	39360	32729	65.5	1.43	89.70	11	3814	15	133	3	0	0	0
SPAdes-MetaBAT2-S17.121	root (UID1)	5656	56	24	0.00	0.00	0.00	373503	10	74	75	6387	6233	5047	4979	22088	22088	67.7	2.05	83.07	11	395	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.122	k__Bacteria (UID1453)	901	171	117	90.55	5.97	15.38	2744544	3161	326	401	12925	9894	8418	6836	47935	38003	71.4	2.14	91.05	11	2806	27	131	13	0	0	0
SPAdes-MetaBAT2-S17.124	root (UID1)	5656	56	24	4.17	0.00	0.00	762417	400	70	74	17205	17205	10891	10297	85651	85651	69.5	1.55	85.84	11	860	55	1	0	0	0	0
SPAdes-MetaBAT2-S17.125	k__Bacteria (UID203)	5449	104	58	71.55	6.90	75.00	3289073	2970	382	418	10838	10203	8610	7861	35558	35558	57.7	1.51	88.12	11	3020	58	42	4	0	0	0
SPAdes-MetaBAT2-S17.126	k__Bacteria (UID1453)	901	171	117	83.82	14.37	17.24	3964407	2506	555	611	11288	10676	7143	6484	60177	60177	71.9	4.91	91.52	11	4136	39	108	23	0	1	0
SPAdes-MetaBAT2-S17.130	k__Bacteria (UID203)	5449	104	58	21.00	0.00	0.00	295286	513	155	196	1859	1769	1905	1503	3766	3452	65.4	1.93	88.15	11	417	89	15	0	0	0	0
SPAdes-MetaBAT2-S17.131	o__Rhodospirillales (UID3754)	63	336	201	96.70	3.58	25.00	3695538	540	95	104	86732	85673	38900	35528	214064	214064	70.2	1.63	92.50	11	3580	16	312	8	0	0	0
SPAdes-MetaBAT2-S17.132	k__Bacteria (UID1453)	901	171	117	92.37	1.71	50.00	2458038	14500	193	338	20787	10534	12735	7229	57123	38064	70.8	1.68	90.64	11	2383	13	156	2	0	0	0
SPAdes-MetaBAT2-S17.133	k__Bacteria (UID203)	5449	104	58	29.31	0.00	0.00	803475	200	210	212	4350	4350	3826	3789	12668	12668	62.3	2.14	91.46	11	816	86	18	0	0	0	0
SPAdes-MetaBAT2-S17.134	k__Bacteria (UID203)	5449	103	57	14.04	0.00	0.00	616004	585	216	255	3165	2893	2851	2413	9256	9015	63.0	1.35	90.89	11	799	95	8	0	0	0	0
SPAdes-MetaBAT2-S17.135	k__Bacteria (UID203)	5449	103	57	52.03	0.00	0.00	3827599	3218	1073	1311	3909	3488	3567	2917	17381	16126	57.5	2.34	87.05	11	4031	65	38	0	0	0	0
SPAdes-MetaBAT2-S17.138	k__Bacteria (UID3187)	2258	188	117	68.30	2.14	66.67	2634506	13400	431	565	6806	5370	6112	4639	34957	29651	57.3	1.85	87.51	11	2622	76	109	3	0	0	0
SPAdes-MetaBAT2-S17.140	root (UID1)	5656	56	24	0.00	0.00	0.00	214789	103	44	46	5862	5862	4881	4667	17219	17219	68.3	1.38	83.28	11	209	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.142	k__Bacteria (UID203)	5449	104	58	12.07	0.00	0.00	758665	100	106	107	9507	9507	7157	7089	37410	37410	71.1	1.80	89.89	11	786	97	7	0	0	0	0
SPAdes-MetaBAT2-S17.145	k__Bacteria (UID203)	5449	104	58	18.10	1.72	0.00	3637477	4602	839	983	5172	4863	4335	3695	37743	31349	66.9	3.02	87.53	11	3946	93	10	1	0	0	0
SPAdes-MetaBAT2-S17.146	k__Bacteria (UID1453)	901	171	117	85.80	7.69	10.53	4508824	8630	488	595	13938	10917	9239	7563	69251	69251	70.1	1.77	91.30	11	4530	39	128	0	3	0	1
SPAdes-MetaBAT2-S17.149	k__Bacteria (UID3187)	2258	188	117	5.11	0.00	0.00	212525	186	106	124	1951	1886	2004	1712	3873	3873	70.6	2.27	92.06	11	297	168	20	0	0	0	0
SPAdes-MetaBAT2-S17.15	root (UID1)	5656	56	24	0.00	0.00	0.00	258243	100	6	7	76090	76090	43040	36877	97588	97588	58.2	1.24	90.03	11	278	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.151	root (UID1)	5656	56	24	0.00	0.00	0.00	258805	443	133	171	1856	1747	1945	1510	4863	4863	70.3	1.85	82.55	11	357	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.152	root (UID1)	5656	56	24	0.00	0.00	0.00	344321	0	32	32	15804	15804	10760	10760	45677	45677	65.9	3.18	84.54	11	358	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.154	k__Bacteria (UID3187)	2258	188	117	91.24	4.51	0.00	4300790	1518	658	754	8398	7541	6536	5701	43807	41083	58.0	2.11	84.61	11	3956	11	165	12	0	0	0
SPAdes-MetaBAT2-S17.156	root (UID1)	5656	56	24	0.00	0.00	0.00	344435	228	142	160	2460	2312	2425	2151	6077	4883	64.7	1.78	89.93	11	411	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.157	k__Bacteria (UID1453)	901	171	117	73.23	2.99	25.00	1795916	1465	388	502	5630	4691	4628	3574	17862	15755	59.5	2.42	89.29	11	2035	46	121	4	0	0	0
SPAdes-MetaBAT2-S17.16	p__Euryarchaeota (UID3)	148	188	125	95.87	1.60	0.00	1998181	100	48	49	71157	71157	41628	40777	213700	213700	72.2	1.17	91.16	11	1893	8	178	2	0	0	0
SPAdes-MetaBAT2-S17.160	o__Actinomycetales (UID1663)	488	309	185	97.67	6.22	66.67	3371085	1510	64	80	93703	67168	52673	42119	231086	213045	69.6	1.56	91.05	11	3349	7	287	15	0	0	0
SPAdes-MetaBAT2-S17.161	k__Bacteria (UID3187)	2258	182	112	91.96	0.89	0.00	3287040	1100	17	28	321897	219290	193355	117355	659521	659521	57.9	0.56	92.35	11	3142	9	172	1	0	0	0
SPAdes-MetaBAT2-S17.162	k__Bacteria (UID203)	5449	104	58	53.45	0.00	0.00	746231	565	187	233	4664	3823	3990	3200	13115	9940	38.6	2.00	87.57	11	899	69	35	0	0	0	0
SPAdes-MetaBAT2-S17.166	k__Bacteria (UID3187)	2258	188	117	100.00	0.85	0.00	3679030	0	16	16	383916	383916	229939	229939	666111	666111	59.4	0.94	90.81	11	3002	0	187	1	0	0	0
SPAdes-MetaBAT2-S17.167	p__Firmicutes (UID239)	1324	173	101	90.10	0.99	0.00	1603990	1800	31	49	117137	70040	51741	32697	585447	585447	64.2	1.46	91.38	11	1650	12	160	1	0	0	0
SPAdes-MetaBAT2-S17.168	root (UID1)	5656	56	24	0.00	0.00	0.00	220697	323	116	144	1839	1785	1902	1530	3905	3905	68.6	1.59	89.48	11	322	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.17	p__Euryarchaeota (UID3)	148	187	124	99.55	0.81	0.00	1811880	300	50	53	79465	77493	36237	34180	177892	161493	45.2	1.57	89.92	11	1953	2	184	1	0	0	0
SPAdes-MetaBAT2-S17.172	o__Rhodospirillales (UID3754)	63	336	201	81.29	10.52	17.50	4403291	3578	961	1000	6021	5711	4581	4399	43882	43882	68.0	7.36	88.60	11	4633	55	243	37	1	0	0
SPAdes-MetaBAT2-S17.173	k__Bacteria (UID203)	5449	104	58	38.04	0.00	0.00	2008780	860	657	727	3294	3178	3057	2761	15765	15765	71.3	2.04	91.29	11	2508	74	30	0	0	0	0
SPAdes-MetaBAT2-S17.174	o__Rhodospirillales (UID3754)	63	336	201	10.73	2.05	22.22	3380482	2356	959	1028	3987	3761	3525	3286	37424	37424	66.2	3.09	87.01	11	4126	298	33	3	2	0	0
SPAdes-MetaBAT2-S17.175	k__Bacteria (UID203)	5449	104	58	18.97	0.00	0.00	460397	200	6	8	102068	94415	76732	57524	180570	102068	60.2	0.87	92.81	11	450	93	11	0	0	0	0
SPAdes-MetaBAT2-S17.177	k__Bacteria (UID203)	5449	104	58	13.79	0.00	0.00	1279738	1197	615	704	1996	1929	2080	1816	7687	7687	71.0	2.52	87.12	11	1739	95	9	0	0	0	0
SPAdes-MetaBAT2-S17.179	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	520398	1550	202	230	2595	2436	2576	2255	6605	6605	69.5	1.52	90.10	11	659	100	4	0	0	0	0
SPAdes-MetaBAT2-S17.18	k__Bacteria (UID1453)	901	171	117	98.90	3.85	0.00	3080153	7930	120	202	55222	31232	25667	15209	185913	169433	65.5	1.67	90.92	11	2970	3	164	2	2	0	0
SPAdes-MetaBAT2-S17.180	k__Bacteria (UID203)	5449	103	57	38.05	3.51	50.00	2160130	1612	804	923	2771	2614	2686	2338	8043	8043	65.9	2.08	89.55	11	2664	75	26	2	0	0	0
SPAdes-MetaBAT2-S17.181	k__Bacteria (UID1453)	901	171	117	28.21	0.00	0.00	692298	410	5	10	169640	169640	138459	69188	281067	258767	65.4	1.48	91.86	11	692	99	72	0	0	0	0
SPAdes-MetaBAT2-S17.183	k__Bacteria (UID1453)	901	171	117	96.15	2.99	25.00	3307740	6800	132	200	44892	32036	25058	16504	206807	139691	70.1	1.62	91.40	11	3250	14	153	4	0	0	0
SPAdes-MetaBAT2-S17.184	k__Bacteria (UID1453)	901	171	117	95.93	2.99	25.00	3277372	8170	175	263	33441	21112	18727	12430	137245	82508	71.9	1.97	88.06	11	3067	9	158	4	0	0	0
SPAdes-MetaBAT2-S17.185	p__Euryarchaeota (UID3)	148	187	124	97.13	0.81	0.00	1495421	720	56	65	45631	45631	26703	22995	134720	104423	44.8	1.49	88.22	11	1483	5	181	1	0	0	0
SPAdes-MetaBAT2-S17.187	k__Archaea (UID2)	207	145	103	98.22	2.91	0.00	2668382	1200	47	59	105229	97440	56774	45206	347179	347179	48.7	1.35	86.53	11	2914	3	139	3	0	0	0
SPAdes-MetaBAT2-S17.188	k__Bacteria (UID1453)	901	171	117	99.15	30.08	10.42	4188952	2481	683	791	26262	19494	6133	5292	93920	93920	50.9	5.64	86.17	11	4338	1	124	45	1	0	0
SPAdes-MetaBAT2-S17.189	k__Bacteria (UID3187)	2258	188	117	83.21	1.71	100.00	2987259	10210	276	379	14956	10595	10823	7855	61739	59953	56.3	1.32	88.35	11	2819	56	130	2	0	0	0
SPAdes-MetaBAT2-S17.190	k__Bacteria (UID1452)	924	161	108	95.83	0.93	0.00	2692145	8400	141	225	39140	23228	19093	11927	130165	88347	71.5	1.62	90.35	11	2627	5	155	1	0	0	0
SPAdes-MetaBAT2-S17.191	o__Rhodospirillales (UID3754)	63	336	201	87.97	2.24	28.57	4745398	10110	472	586	17841	14217	10053	8080	115092	74870	70.6	2.19	90.96	11	4887	35	294	7	0	0	0
SPAdes-MetaBAT2-S17.192	k__Bacteria (UID1452)	924	161	108	35.19	0.93	0.00	373566	93	12	19	53003	46148	31130	19656	84740	63180	49.4	0.42	88.74	11	403	84	76	1	0	0	0
SPAdes-MetaBAT2-S17.194	p__Proteobacteria (UID3880)	1495	261	164	93.14	1.52	33.33	2168111	800	57	65	130436	97863	38037	33343	274820	183115	61.8	1.79	90.43	11	2220	17	241	3	0	0	0
SPAdes-MetaBAT2-S17.195	k__Bacteria (UID3187)	2258	187	116	83.88	15.11	27.27	7256933	2080	925	1031	10959	10156	7845	7036	60167	60167	59.9	3.36	86.66	11	6725	40	129	16	2	0	0
SPAdes-MetaBAT2-S17.197	o__Actinomycetales (UID1696)	455	311	187	88.03	6.15	35.71	7005958	7234	832	943	12345	10868	8420	7421	64132	55179	72.8	2.72	88.46	11	7052	53	244	14	0	0	0
SPAdes-MetaBAT2-S17.198	k__Bacteria (UID3187)	2258	187	116	80.05	9.02	38.46	4392882	10510	606	712	13390	10516	7248	6155	72266	51112	57.3	3.21	88.55	11	4098	59	115	13	0	0	0
SPAdes-MetaBAT2-S17.199	root (UID1)	5656	56	24	0.00	0.00	0.00	273392	100	14	15	26031	26031	19528	18219	35219	35219	63.3	1.03	83.24	11	247	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.2	p__Actinobacteria (UID1454)	732	199	116	89.17	4.00	14.29	2218420	774	252	289	13085	11258	8803	7673	39511	37090	71.0	1.47	94.80	11	2607	32	160	7	0	0	0
SPAdes-MetaBAT2-S17.20	o__Actinomycetales (UID1696)	455	311	187	53.48	1.87	0.00	3709572	3224	1166	1361	3427	3124	3181	2723	17722	17722	71.6	2.70	87.61	11	4656	159	148	4	0	0	0
SPAdes-MetaBAT2-S17.202	c__Gammaproteobacteria (UID4202)	67	481	276	81.95	2.49	7.14	3153569	2210	402	425	12985	12089	7844	7414	71709	71709	68.0	1.54	91.52	11	3049	117	350	14	0	0	0
SPAdes-MetaBAT2-S17.204	k__Bacteria (UID1452)	924	161	108	88.89	0.31	100.00	2114549	19110	253	445	14320	6100	8357	4708	63146	46220	69.3	2.01	88.07	11	2306	13	147	1	0	0	0
SPAdes-MetaBAT2-S17.205	p__Firmicutes (UID239)	1324	173	101	90.49	6.93	85.71	2466633	1744	400	451	9350	8400	6166	5465	32803	32803	61.2	2.00	91.08	11	2707	32	134	7	0	0	0
SPAdes-MetaBAT2-S17.207	k__Bacteria (UID203)	5449	104	58	11.90	0.00	0.00	648574	480	288	330	2033	1961	2251	1963	30272	30272	69.8	3.48	87.55	11	853	94	10	0	0	0	0
SPAdes-MetaBAT2-S17.208	k__Bacteria (UID3187)	2258	187	116	58.26	0.00	0.00	2653691	1367	539	639	5566	4994	4923	4150	22052	16638	60.1	2.22	88.35	11	2743	94	93	0	0	0	0
SPAdes-MetaBAT2-S17.209	k__Bacteria (UID3187)	2258	187	116	68.94	30.15	22.00	4239757	3222	1234	1436	3853	3501	3435	2950	27471	27471	62.8	2.22	87.74	11	4604	73	78	29	7	0	0
SPAdes-MetaBAT2-S17.21	root (UID1)	5656	56	24	0.00	0.00	0.00	260034	200	42	44	7816	7095	6191	5905	17961	17961	56.7	1.86	90.29	11	219	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.22	k__Bacteria (UID203)	5449	104	58	6.90	0.00	0.00	498050	80	135	143	4118	3847	3689	3482	11290	11290	61.6	1.35	87.58	11	533	100	4	0	0	0	0
SPAdes-MetaBAT2-S17.23	k__Bacteria (UID203)	5449	104	58	26.58	0.00	0.00	648321	638	309	359	2052	1972	2098	1804	4958	4436	66.3	3.25	90.24	11	861	75	29	0	0	0	0
SPAdes-MetaBAT2-S17.24	root (UID1)	5656	56	24	0.00	0.00	0.00	233716	20	53	55	4393	4393	4409	4249	12232	12232	59.6	1.15	90.51	11	230	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.25	k__Bacteria (UID3187)	2258	187	116	65.26	0.86	100.00	1881208	8100	329	410	6787	5320	5717	4568	39534	39534	56.8	1.80	90.14	11	1746	60	126	1	0	0	0
SPAdes-MetaBAT2-S17.26	o__Actinomycetales (UID1663)	488	309	185	85.10	3.24	50.00	2714826	12413	665	805	4845	3923	4082	3357	29339	29339	74.2	2.51	90.20	11	3132	55	248	6	0	0	0
SPAdes-MetaBAT2-S17.28	p__Euryarchaeota (UID3)	148	187	124	56.62	0.00	0.00	1269837	1446	265	326	5572	4539	4791	3890	20368	20368	45.8	1.86	90.58	11	1436	103	84	0	0	0	0
SPAdes-MetaBAT2-S17.3	p__Actinobacteria (UID1454)	732	200	117	72.52	3.03	25.00	4770019	3448	1307	1535	4220	3813	3649	3105	17426	16242	70.8	2.07	89.15	11	5698	64	130	5	1	0	0
SPAdes-MetaBAT2-S17.30	k__Bacteria (UID1453)	901	171	117	89.68	6.58	13.33	3838443	4137	453	528	11423	10220	8473	7261	38939	38939	69.7	2.10	87.90	11	4059	20	145	5	0	0	1
SPAdes-MetaBAT2-S17.31	k__Bacteria (UID1452)	924	161	108	85.39	3.70	75.00	2327243	18700	289	476	13313	6588	8052	4849	53233	49230	63.4	2.03	90.66	11	2541	22	135	4	0	0	0
SPAdes-MetaBAT2-S17.32	root (UID1)	5656	56	24	4.17	0.00	0.00	244672	240	87	106	2983	2681	2812	2305	6822	6822	59.0	2.22	92.10	11	300	55	1	0	0	0	0
SPAdes-MetaBAT2-S17.33	k__Bacteria (UID1453)	901	171	117	94.87	4.45	35.71	2894533	2910	116	146	48769	37349	24952	19805	144972	124753	70.6	2.29	91.02	11	2794	6	151	14	0	0	0
SPAdes-MetaBAT2-S17.34	root (UID1)	5656	56	24	0.00	0.00	0.00	316321	110	26	28	22884	20966	12166	11293	33939	33939	63.3	2.17	85.81	11	331	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.36	k__Bacteria (UID1453)	901	171	117	94.87	1.28	0.00	3149511	10020	241	343	21321	15107	13068	9153	78344	59657	73.0	2.50	88.18	11	3072	7	162	2	0	0	0
SPAdes-MetaBAT2-S17.37	k__Bacteria (UID2565)	2921	141	86	96.12	2.91	33.33	5508646	1211	301	338	28989	26569	18301	16294	116895	116895	71.4	1.66	86.69	11	4684	4	134	3	0	0	0
SPAdes-MetaBAT2-S17.4	k__Bacteria (UID203)	5449	104	58	74.78	0.86	100.00	3059052	4420	369	415	14792	12871	8290	7360	65328	65328	68.5	2.06	89.35	11	3010	49	54	1	0	0	0
SPAdes-MetaBAT2-S17.41	k__Bacteria (UID1453)	901	171	117	41.10	12.11	0.00	1745073	2111	817	987	2093	1976	2135	1765	7314	7314	72.6	2.15	89.59	11	2344	105	51	12	3	0	0
SPAdes-MetaBAT2-S17.42	root (UID1)	5656	56	24	0.00	0.00	0.00	254873	40	48	52	8059	8059	5309	4900	26649	26649	67.1	4.28	87.55	11	285	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.45	root (UID1)	5656	56	24	0.00	0.00	0.00	475286	410	90	95	7176	7176	5280	4998	39162	39162	67.6	1.81	84.16	11	541	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.46	root (UID1)	5656	56	24	0.00	0.00	0.00	734558	0	48	48	27461	27461	15303	15303	105118	105118	65.1	1.34	87.50	11	770	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.48	k__Bacteria (UID203)	5449	104	58	6.77	0.00	0.00	661703	812	321	379	2007	1904	2061	1743	9394	9394	71.5	1.91	90.29	11	868	92	12	0	0	0	0
SPAdes-MetaBAT2-S17.50	k__Bacteria (UID1452)	924	159	107	98.13	3.74	0.00	5360269	5124	325	402	34587	26379	16493	13321	161268	134000	71.0	1.87	86.63	11	5202	2	154	2	1	0	0
SPAdes-MetaBAT2-S17.52	k__Bacteria (UID3187)	2258	187	116	95.00	0.00	0.00	4017186	5000	104	154	75196	43335	38626	26053	206065	182040	60.9	1.83	87.89	11	3227	15	172	0	0	0	0
SPAdes-MetaBAT2-S17.56	k__Bacteria (UID203)	5449	103	57	37.00	1.75	100.00	2336878	2618	588	643	4612	4371	3974	3630	34912	34912	72.5	2.63	90.29	11	2897	78	24	1	0	0	0
SPAdes-MetaBAT2-S17.57	root (UID1)	5656	56	24	0.00	0.00	0.00	350927	100	44	45	11403	11403	7975	7796	65234	65234	63.6	1.42	84.64	11	404	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.58	root (UID1)	5656	56	24	0.00	0.00	0.00	329675	261	86	90	5105	5105	3833	3660	22087	22087	67.9	2.40	81.13	11	365	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.59	k__Bacteria (UID3187)	2258	188	117	99.00	0.85	100.00	2464462	200	23	25	153197	153197	107150	98570	322473	322473	60.0	1.03	89.86	11	2127	4	183	1	0	0	0
SPAdes-MetaBAT2-S17.60	root (UID1)	5656	56	24	0.00	0.00	0.00	246592	140	50	55	5593	5593	4931	4480	22204	22204	57.9	1.55	85.22	11	259	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.61	k__Bacteria (UID1453)	901	171	117	93.08	1.28	0.00	2864661	2787	364	430	10471	8958	7869	6655	46697	37173	63.7	1.60	90.10	11	3140	10	159	2	0	0	0
SPAdes-MetaBAT2-S17.62	p__Euryarchaeota (UID3)	148	188	125	96.34	25.60	35.00	2556293	300	104	107	44912	43254	24579	23887	266334	266334	49.4	1.54	88.54	11	2600	7	143	37	1	0	0
SPAdes-MetaBAT2-S17.65	o__Actinomycetales (UID1696)	455	315	190	96.57	1.05	0.00	3195621	2410	127	152	46320	43715	25162	21007	191142	191142	73.2	1.69	91.53	11	3166	12	301	2	0	0	0
SPAdes-MetaBAT2-S17.67	root (UID1)	5656	56	24	0.00	0.00	0.00	391570	210	32	35	20350	19845	12236	11181	52767	52767	67.7	1.46	84.13	11	420	56	0	0	0	0	0
SPAdes-MetaBAT2-S17.68	k__Bacteria (UID3187)	2258	187	116	96.07	2.41	11.11	4239331	2383	318	367	28315	24231	13331	11544	146367	131885	61.8	6.16	88.85	11	3729	6	174	6	1	0	0
SPAdes-MetaBAT2-S17.69	k__Bacteria (UID1453)	901	171	117	68.21	3.28	0.00	3073473	2013	701	845	5670	5013	4384	3634	23056	23056	68.8	1.87	91.60	11	3603	72	94	5	0	0	0
SPAdes-MetaBAT2-S17.7	root (UID1)	5656	56	24	4.17	0.00	0.00	211552	46	9	12	49881	28027	23505	17625	57962	57962	52.1	0.58	87.42	11	235	55	1	0	0	0	0
SPAdes-MetaBAT2-S17.71	p__Euryarchaeota (UID3)	148	187	124	84.23	1.61	100.00	1409620	6800	149	217	12284	8326	9460	6464	38809	30240	45.1	1.68	86.61	11	1529	29	156	2	0	0	0
SPAdes-MetaBAT2-S17.73	k__Bacteria (UID1452)	924	161	108	97.69	0.00	0.00	2248929	900	52	61	92475	80399	43248	36852	180674	180674	70.6	1.09	90.40	11	2161	3	158	0	0	0	0
