chrom	length	bases	mean	min	max
NODE_19885_length_3185_cov_4.078914	3185	14816	4.65	1	9
NODE_19888_length_3185_cov_3.020767	3185	11414	3.58	1	9
NODE_19901_length_3183_cov_4.634591	3183	15794	4.96	1	12
NODE_19950_length_3177_cov_4.141896	3177	13585	4.28	1	12
NODE_19951_length_3177_cov_3.843370	3177	13565	4.27	1	14
NODE_19979_length_3172_cov_4.287777	3172	21656	6.83	0	31
NODE_19985_length_3171_cov_4.781451	3171	16289	5.14	0	14
NODE_20014_length_3166_cov_5.267760	3166	24297	7.67	1	38
NODE_20040_length_3161_cov_5.489053	3161	19375	6.13	1	13
NODE_20069_length_3156_cov_3.708804	3156	12528	3.97	1	8
NODE_20169_length_3143_cov_4.613666	3143	16492	5.25	1	11
NODE_20192_length_3140_cov_3.306321	3140	18230	5.81	1	21
NODE_20197_length_3139_cov_3.504864	3139	15016	4.78	1	12
NODE_20202_length_3138_cov_4.154071	3138	13626	4.34	1	11
NODE_20220_length_3136_cov_3.925349	3136	15331	4.89	1	29
NODE_20285_length_3127_cov_4.974935	3127	16434	5.26	1	11
NODE_20315_length_3123_cov_4.842568	3123	16790	5.38	1	13
NODE_20332_length_3120_cov_7.030016	3120	24835	7.96	1	24
NODE_20350_length_3118_cov_4.427359	3118	15401	4.94	1	13
NODE_20380_length_3113_cov_7.084696	3113	44241	14.21	2	26
NODE_20396_length_3111_cov_3.292539	3111	12263	3.94	1	15
NODE_20401_length_3110_cov_4.897218	3110	18683	6.01	1	21
NODE_20419_length_3108_cov_4.506387	3108	14662	4.72	1	10
NODE_20433_length_3106_cov_4.430351	3106	14934	4.81	1	11
NODE_20480_length_3101_cov_5.077150	3101	16179	5.22	1	12
NODE_20504_length_3098_cov_4.654946	3098	21334	6.89	1	17
NODE_20559_length_3089_cov_3.294990	3089	12763	4.13	1	16
NODE_20586_length_3085_cov_4.333333	3085	15730	5.10	1	20
NODE_20601_length_3082_cov_4.029072	3082	14790	4.80	1	9
NODE_20610_length_3081_cov_3.776933	3081	13797	4.48	1	10
NODE_20613_length_3080_cov_4.019504	3080	14284	4.64	1	14
NODE_20650_length_3073_cov_2.971173	3073	11964	3.89	0	8
NODE_20655_length_3072_cov_4.666556	3072	12509	4.07	1	10
NODE_20656_length_3072_cov_4.243288	3072	14411	4.69	1	10
NODE_20670_length_3070_cov_3.698839	3070	13249	4.32	1	27
NODE_20678_length_3069_cov_4.273391	3069	15063	4.91	1	12
NODE_20680_length_3069_cov_3.664897	3069	14959	4.87	0	10
NODE_20684_length_3068_cov_4.391636	3068	15734	5.13	1	16
NODE_20701_length_3066_cov_5.338758	3066	49717	16.22	4	28
NODE_20752_length_3061_cov_5.123752	3061	15196	4.96	1	9
NODE_20802_length_3054_cov_3.946982	3054	13199	4.32	1	10
NODE_20850_length_3048_cov_4.364851	3048	14708	4.83	1	12
NODE_20851_length_3048_cov_3.369529	3048	12045	3.95	1	9
NODE_20869_length_3046_cov_4.662655	3046	16072	5.28	1	11
NODE_20894_length_3043_cov_3.979250	3043	14895	4.89	1	10
NODE_20927_length_3039_cov_4.510054	3039	16161	5.32	0	11
NODE_20939_length_3037_cov_4.554326	3037	15252	5.02	1	27
NODE_20956_length_3033_cov_3.867361	3033	13848	4.57	1	13
NODE_20966_length_3032_cov_3.792408	3032	12083	3.99	0	10
NODE_21006_length_3026_cov_4.995961	3026	14787	4.89	1	11
NODE_21017_length_3024_cov_4.073425	3024	12165	4.02	1	12
NODE_21038_length_3021_cov_5.458530	3021	17845	5.91	1	16
NODE_21039_length_3021_cov_4.506069	3021	14495	4.80	1	10
NODE_21041_length_3020_cov_5.852277	3020	19064	6.31	1	15
NODE_21068_length_3015_cov_5.173311	3015	16454	5.46	1	11
NODE_21073_length_3015_cov_3.251351	3015	10644	3.53	1	10
NODE_21080_length_3014_cov_4.269010	3014	16359	5.43	1	28
NODE_21138_length_3007_cov_3.369919	3007	13158	4.38	1	9
NODE_21155_length_3004_cov_3.335707	3004	11741	3.91	0	10
NODE_21172_length_3002_cov_3.531049	3002	13659	4.55	0	10
NODE_21206_length_2997_cov_4.161115	2997	15788	5.27	1	11
NODE_21261_length_2989_cov_4.779823	2989	15264	5.11	1	20
NODE_21262_length_2989_cov_3.871847	2989	13552	4.53	1	10
NODE_21286_length_2987_cov_3.398704	2987	12418	4.16	1	9
NODE_21295_length_2986_cov_3.665302	2986	12076	4.04	1	9
NODE_21301_length_2985_cov_4.220819	2985	14850	4.97	1	12
NODE_21312_length_2984_cov_4.154660	2984	13342	4.47	1	11
NODE_21316_length_2984_cov_3.454080	2984	12455	4.17	1	16
NODE_21337_length_2982_cov_3.720191	2982	14781	4.96	0	23
NODE_21350_length_2980_cov_3.729231	2980	12252	4.11	1	9
NODE_21363_length_2977_cov_4.656742	2977	15467	5.20	0	10
NODE_21372_length_2976_cov_3.673400	2976	11547	3.88	1	10
NODE_21418_length_2970_cov_6.308062	2970	22243	7.49	1	28
NODE_21433_length_2967_cov_5.400069	2967	16566	5.58	0	15
NODE_21437_length_2967_cov_3.882555	2967	13769	4.64	1	9
NODE_21458_length_2964_cov_3.270883	2964	11556	3.90	1	8
NODE_21481_length_2961_cov_3.552306	2961	11878	4.01	1	10
NODE_21482_length_2961_cov_3.331383	2961	11947	4.03	1	9
NODE_21492_length_2960_cov_4.059208	2960	14812	5.00	1	11
NODE_21493_length_2960_cov_3.911188	2960	11743	3.97	1	10
NODE_21499_length_2959_cov_4.524449	2959	12710	4.30	1	10
NODE_21582_length_2948_cov_3.117525	2948	12833	4.35	0	17
NODE_21605_length_2945_cov_5.257785	2945	18425	6.26	1	14
NODE_21629_length_2943_cov_3.520083	2943	12534	4.26	1	8
NODE_21662_length_2939_cov_4.522885	2939	15322	5.21	1	26
NODE_21666_length_2939_cov_2.939320	2939	10837	3.69	1	18
NODE_21672_length_2938_cov_4.399237	2938	14119	4.81	1	8
NODE_21693_length_2936_cov_3.022562	2936	11207	3.82	1	10
NODE_21705_length_2934_cov_5.472386	2934	16832	5.74	1	14
NODE_21739_length_2929_cov_5.241475	2929	19333	6.60	1	20
NODE_21763_length_2926_cov_5.055381	2926	17061	5.83	1	12
NODE_21766_length_2926_cov_4.420411	2926	12683	4.33	0	9
NODE_21776_length_2925_cov_4.793728	2925	15550	5.32	1	14
NODE_21821_length_2920_cov_4.193717	2920	14290	4.89	1	16
NODE_21823_length_2920_cov_3.264921	2920	11366	3.89	1	13
NODE_21902_length_2911_cov_4.541317	2911	14728	5.06	1	13
NODE_21909_length_2910_cov_3.459545	2910	11649	4.00	0	8
NODE_21936_length_2906_cov_5.027710	2906	16307	5.61	0	13
NODE_21955_length_2904_cov_4.241137	2904	13733	4.73	1	9
NODE_21995_length_2900_cov_3.366257	2900	11472	3.96	1	10
NODE_22015_length_2897_cov_3.084096	2897	10735	3.71	1	7
NODE_22022_length_2896_cov_5.719113	2896	15537	5.36	0	13
NODE_22050_length_2894_cov_3.280380	2894	11713	4.05	1	9
NODE_22083_length_2890_cov_3.738624	2890	13693	4.74	1	22
NODE_22089_length_2889_cov_5.167608	2889	14767	5.11	1	12
NODE_22097_length_2888_cov_4.675962	2888	15012	5.20	1	13
NODE_22144_length_2883_cov_4.241160	2883	14816	5.14	1	13
NODE_22149_length_2882_cov_4.776441	2882	14513	5.04	1	13
NODE_22228_length_2874_cov_4.817311	2874	15514	5.40	1	14
NODE_22233_length_2873_cov_4.084812	2873	10903	3.79	1	9
NODE_22242_length_2872_cov_4.648562	2872	15020	5.23	1	11
NODE_22271_length_2869_cov_4.230633	2869	13001	4.53	1	13
NODE_22286_length_2868_cov_4.224316	2868	15209	5.30	1	10
NODE_22381_length_2858_cov_3.383161	2858	13931	4.87	1	12
NODE_22398_length_2856_cov_4.330953	2856	14130	4.95	1	11
NODE_22406_length_2855_cov_3.735357	2855	12605	4.42	0	12
NODE_22414_length_2854_cov_4.219364	2854	14431	5.06	1	19
NODE_22469_length_2849_cov_5.148175	2849	14127	4.96	1	9
NODE_22470_length_2849_cov_4.757695	2849	14370	5.04	1	26
NODE_22481_length_2848_cov_4.916935	2848	14168	4.97	1	9
NODE_22595_length_2834_cov_4.735516	2834	13590	4.80	1	11
NODE_22630_length_2831_cov_4.127522	2831	19204	6.78	1	22
NODE_22666_length_2826_cov_4.402021	2826	12429	4.40	1	10
NODE_22703_length_2821_cov_4.479393	2821	13653	4.84	0	15
NODE_22751_length_2816_cov_4.339370	2816	13145	4.67	1	15
NODE_22845_length_2805_cov_3.924364	2805	12535	4.47	0	12
NODE_22894_length_2798_cov_4.444404	2798	13138	4.70	0	10
NODE_22917_length_2796_cov_3.865013	2796	30040	10.74	1	27
NODE_22959_length_2791_cov_3.914108	2791	12684	4.54	1	15
NODE_22998_length_2787_cov_5.293192	2787	17572	6.30	1	29
NODE_23017_length_2785_cov_4.399267	2785	13349	4.79	1	12
NODE_23040_length_2782_cov_4.547855	2782	12734	4.58	1	9
NODE_23041_length_2782_cov_4.529520	2782	14419	5.18	1	9
NODE_23078_length_2777_cov_7.011389	2777	30630	11.03	2	24
NODE_23098_length_2774_cov_3.931225	2774	12107	4.36	1	10
NODE_23107_length_2773_cov_4.478293	2773	14360	5.18	1	11
NODE_23119_length_2772_cov_4.147957	2772	12103	4.37	1	12
NODE_23145_length_2769_cov_3.404200	2769	10297	3.72	1	7
NODE_23166_length_2766_cov_4.268536	2766	13517	4.89	1	15
NODE_23192_length_2764_cov_2.655962	2764	10024	3.63	1	11
NODE_23213_length_2762_cov_4.475065	2762	11520	4.17	0	10
NODE_23220_length_2761_cov_4.366962	2761	13587	4.92	1	11
NODE_23241_length_2759_cov_3.831361	2759	12131	4.40	0	9
NODE_23255_length_2758_cov_4.168701	2758	11966	4.34	1	9
NODE_23262_length_2757_cov_7.253516	2757	49600	17.99	5	29
NODE_23320_length_2750_cov_4.520965	2750	18214	6.62	1	15
NODE_23331_length_2749_cov_3.835932	2749	12443	4.53	1	8
NODE_23372_length_2744_cov_4.618817	2744	15617	5.69	1	12
NODE_23387_length_2742_cov_5.192780	2742	15409	5.62	1	14
NODE_23388_length_2742_cov_3.425754	2742	12039	4.39	1	25
NODE_23397_length_2741_cov_5.863366	2741	17662	6.44	1	14
NODE_23439_length_2736_cov_8.729952	2736	30114	11.01	0	94
NODE_23442_length_2736_cov_5.292055	2736	14357	5.25	1	20
NODE_23451_length_2735_cov_4.439552	2735	11947	4.37	0	10
NODE_23474_length_2733_cov_3.402539	2733	10192	3.73	0	10
NODE_23483_length_2732_cov_4.522226	2732	14267	5.22	1	11
NODE_23492_length_2731_cov_4.617713	2731	13926	5.10	2	14
NODE_23505_length_2730_cov_3.874019	2730	12262	4.49	1	9
NODE_23543_length_2725_cov_4.784644	2725	14820	5.44	1	13
NODE_23544_length_2725_cov_4.513858	2725	22704	8.33	1	15
NODE_23561_length_2724_cov_4.144623	2724	13371	4.91	0	26
NODE_23584_length_2721_cov_4.336834	2721	15999	5.88	1	11
NODE_23600_length_2719_cov_4.835961	2719	14449	5.31	1	11
NODE_23604_length_2719_cov_4.082583	2719	11722	4.31	1	9
NODE_23615_length_2718_cov_3.135561	2718	9201	3.39	0	9
NODE_23616_length_2718_cov_3.039429	2718	16184	5.95	1	14
NODE_23635_length_2716_cov_5.068020	2716	14982	5.52	0	16
NODE_23655_length_2714_cov_2.942836	2714	9658	3.56	1	7
NODE_23664_length_2712_cov_5.084306	2712	17830	6.57	1	26
NODE_23678_length_2711_cov_4.855422	2711	14818	5.47	1	32
NODE_23710_length_2708_cov_5.317000	2708	16076	5.94	1	23
NODE_23751_length_2704_cov_4.058135	2704	12290	4.55	1	12
NODE_23813_length_2698_cov_3.427923	2698	11305	4.19	0	8
NODE_23910_length_2689_cov_5.126424	2689	13637	5.07	1	12
NODE_23912_length_2689_cov_4.323462	2689	14009	5.21	1	11
NODE_23956_length_2684_cov_4.181438	2684	14466	5.39	1	15
NODE_23994_length_2679_cov_4.084223	2679	11538	4.31	1	8
NODE_24041_length_2674_cov_4.952272	2674	14091	5.27	1	14
NODE_24053_length_2673_cov_4.124905	2673	13482	5.04	1	33
NODE_24092_length_2670_cov_3.881453	2670	11340	4.25	1	10
NODE_24133_length_2666_cov_4.376484	2666	13112	4.92	1	10
NODE_24155_length_2664_cov_4.864316	2664	13823	5.19	1	23
NODE_24223_length_2658_cov_4.507107	2658	13229	4.98	0	10
NODE_24256_length_2655_cov_3.102308	2655	9489	3.57	0	20
NODE_24313_length_2648_cov_4.129965	2648	14025	5.30	1	12
NODE_24315_length_2648_cov_3.457000	2648	10245	3.87	1	8
NODE_24350_length_2644_cov_3.621475	2644	9803	3.71	0	9
NODE_24367_length_2641_cov_4.625290	2641	12713	4.81	1	19
NODE_24398_length_2638_cov_3.534650	2638	10523	3.99	1	8
NODE_24418_length_2636_cov_4.585819	2636	12152	4.61	1	25
NODE_24430_length_2634_cov_5.159364	2634	14629	5.55	1	14
NODE_24469_length_2630_cov_3.730874	2630	9937	3.78	1	8
NODE_24480_length_2629_cov_5.422300	2629	20979	7.98	1	15
NODE_24504_length_2627_cov_5.605754	2627	77261	29.41	1	141
NODE_24558_length_2622_cov_3.446046	2622	11840	4.52	1	8
NODE_24596_length_2618_cov_5.095201	2618	24889	9.51	1	47
NODE_24607_length_2617_cov_4.915301	2617	13040	4.98	1	14
NODE_24610_length_2617_cov_3.740047	2617	11353	4.34	1	8
NODE_24618_length_2616_cov_4.483405	2616	13529	5.17	1	11
NODE_24657_length_2613_cov_5.910086	2613	36640	14.02	2	23
NODE_24670_length_2612_cov_4.826359	2612	13369	5.12	1	13
NODE_24710_length_2608_cov_4.014101	2608	11157	4.28	1	11
NODE_24768_length_2601_cov_3.115082	2601	9122	3.51	1	7
NODE_24810_length_2596_cov_5.042503	2596	14730	5.67	1	14
NODE_24811_length_2596_cov_4.151515	2596	14588	5.62	0	35
NODE_24831_length_2595_cov_3.097638	2595	10468	4.03	0	25
NODE_24871_length_2591_cov_5.108833	2591	13993	5.40	1	10
NODE_24875_length_2591_cov_3.800473	2591	12010	4.64	1	12
NODE_24914_length_2587_cov_4.099131	2587	12384	4.79	1	12
NODE_24938_length_2585_cov_5.424111	2585	15577	6.03	1	13
NODE_24994_length_2580_cov_7.363168	2580	37700	14.61	2	34
NODE_25005_length_2579_cov_4.534865	2579	15078	5.85	1	57
NODE_25024_length_2577_cov_4.235527	2577	10057	3.90	1	10
NODE_25033_length_2576_cov_3.676716	2576	11630	4.51	1	11
NODE_25044_length_2575_cov_4.825397	2575	15664	6.08	1	15
NODE_25057_length_2574_cov_5.131401	2574	14090	5.47	1	12
NODE_25096_length_2570_cov_3.800398	2570	11507	4.48	1	19
NODE_25099_length_2569_cov_5.303898	2569	16878	6.57	1	17
NODE_25135_length_2566_cov_4.984867	2566	15132	5.90	1	13
NODE_25144_length_2565_cov_4.716335	2565	12445	4.85	1	8
NODE_25170_length_2563_cov_3.629187	2563	11323	4.42	1	9
NODE_25227_length_2558_cov_2.754694	2558	10209	3.99	1	15
NODE_25236_length_2557_cov_3.082734	2557	10160	3.97	1	10
NODE_25247_length_2556_cov_3.134346	2556	9365	3.66	1	8
NODE_25265_length_2554_cov_6.175270	2554	37452	14.66	2	38
NODE_25332_length_2547_cov_4.006019	2547	11587	4.55	1	12
NODE_25376_length_2543_cov_3.110932	2543	10008	3.94	1	7
NODE_25385_length_2542_cov_4.881785	2542	13673	5.38	1	11
NODE_25386_length_2542_cov_4.691998	2542	12909	5.08	1	12
NODE_25415_length_2540_cov_4.104225	2540	9821	3.87	0	8
NODE_25416_length_2540_cov_4.046680	2540	44004	17.32	1	38
NODE_25455_length_2536_cov_4.141878	2536	11656	4.60	1	8
NODE_25479_length_2534_cov_4.112142	2534	12104	4.78	1	12
NODE_25499_length_2532_cov_4.857489	2532	12950	5.11	1	9
NODE_25508_length_2531_cov_4.494346	2531	12452	4.92	1	10
NODE_25543_length_2528_cov_4.361504	2528	12442	4.92	1	11
NODE_25565_length_2526_cov_3.858357	2526	12891	5.10	0	18
NODE_25581_length_2525_cov_3.640486	2525	9912	3.93	1	8
NODE_25586_length_2524_cov_4.229243	2524	12815	5.08	1	9
NODE_25600_length_2523_cov_3.037682	2523	8564	3.39	1	8
NODE_25606_length_2522_cov_4.194568	2522	11180	4.43	1	13
NODE_25626_length_2521_cov_4.005677	2521	10456	4.15	1	15
NODE_25657_length_2518_cov_4.636216	2518	12360	4.91	1	26
NODE_25780_length_2508_cov_4.896046	2508	14560	5.81	1	12
NODE_25799_length_2506_cov_5.075887	2506	14508	5.79	1	12
NODE_25800_length_2506_cov_4.663403	2506	12306	4.91	1	10
NODE_25825_length_2504_cov_4.594528	2504	13201	5.27	1	13
NODE_25857_length_2501_cov_3.796811	2501	13292	5.31	1	25
NODE_25913_length_2497_cov_3.438575	2497	10384	4.16	1	17
NODE_25928_length_2496_cov_4.291274	2496	11232	4.50	1	9
NODE_25930_length_2496_cov_4.154445	2496	11978	4.80	1	11
NODE_25976_length_2492_cov_2.648748	2492	8112	3.26	0	16
NODE_25990_length_2490_cov_5.065708	2490	14994	6.02	1	12
NODE_26029_length_2486_cov_5.015220	2486	13852	5.57	0	18
NODE_26043_length_2485_cov_3.472016	2485	11451	4.61	1	10
NODE_26086_length_2481_cov_5.227947	2481	13300	5.36	1	11
NODE_26134_length_2476_cov_4.984717	2476	20702	8.36	1	20
NODE_26149_length_2475_cov_3.952479	2475	11071	4.47	1	14
NODE_26150_length_2475_cov_3.844215	2475	9762	3.94	1	9
NODE_26164_length_2474_cov_4.124018	2474	11025	4.46	0	11
NODE_26175_length_2473_cov_5.875517	2473	14297	5.78	1	13
NODE_26257_length_2465_cov_4.238174	2465	12891	5.23	1	11
NODE_26302_length_2462_cov_3.535937	2462	8948	3.63	1	7
NODE_26329_length_2459_cov_4.135607	2459	11305	4.60	1	11
NODE_26334_length_2459_cov_3.183444	2459	11018	4.48	1	19
NODE_26342_length_2458_cov_4.207657	2458	12489	5.08	1	12
NODE_26359_length_2456_cov_4.519367	2456	11346	4.62	1	9
NODE_26407_length_2451_cov_2.716611	2451	8124	3.31	1	7
NODE_26426_length_2449_cov_3.914787	2449	13443	5.49	1	39
NODE_26447_length_2447_cov_4.377508	2447	11160	4.56	1	11
NODE_26451_length_2447_cov_3.651338	2447	10871	4.44	1	10
NODE_26488_length_2444_cov_4.136459	2444	12049	4.93	1	11
NODE_26509_length_2441_cov_4.403604	2441	12069	4.94	0	15
NODE_26510_length_2441_cov_4.398994	2441	11324	4.64	1	10
NODE_26563_length_2435_cov_4.152101	2435	10477	4.30	1	9
NODE_26568_length_2435_cov_3.451681	2435	10308	4.23	1	13
NODE_26573_length_2434_cov_4.367381	2434	11014	4.53	1	10
NODE_26592_length_2432_cov_3.570046	2432	10952	4.50	1	12
NODE_26608_length_2431_cov_5.706229	2431	12891	5.30	1	20
NODE_26609_length_2431_cov_4.459596	2431	11695	4.81	1	13
NODE_26641_length_2428_cov_3.670881	2428	9585	3.95	1	7
NODE_26705_length_2422_cov_5.964935	2422	20892	8.63	2	21
NODE_26805_length_2414_cov_5.300975	2414	13850	5.74	1	11
NODE_26825_length_2412_cov_4.745863	2412	10565	4.38	0	10
NODE_26932_length_2404_cov_3.382716	2404	8973	3.73	1	10
NODE_26945_length_2403_cov_5.048552	2403	13730	5.71	1	10
NODE_26959_length_2402_cov_3.943758	2402	10466	4.36	1	8
NODE_27014_length_2398_cov_4.192061	2398	10641	4.44	1	9
NODE_27033_length_2397_cov_3.664816	2397	10661	4.45	1	9
NODE_27094_length_2391_cov_4.589469	2391	11415	4.77	1	12
NODE_27120_length_2389_cov_4.571123	2389	13783	5.77	0	12
NODE_27121_length_2389_cov_4.273779	2389	10816	4.53	1	11
NODE_27133_length_2388_cov_4.075868	2388	11752	4.92	1	15
NODE_27152_length_2387_cov_3.620497	2387	9971	4.18	1	10
NODE_27154_length_2387_cov_2.733705	2387	8380	3.51	0	7
NODE_27199_length_2383_cov_4.060567	2383	10690	4.49	1	18
NODE_27246_length_2378_cov_4.911752	2378	12752	5.36	1	11
NODE_27247_length_2378_cov_4.910030	2378	12888	5.42	1	15
NODE_27277_length_2375_cov_4.878448	2375	123057	51.81	0	1665
NODE_27303_length_2373_cov_4.643227	2373	11275	4.75	0	9
NODE_27325_length_2371_cov_9.827720	2371	27738	11.70	4	23
NODE_27345_length_2370_cov_3.329590	2370	10010	4.22	1	12
NODE_27370_length_2368_cov_4.579334	2368	11788	4.98	1	10
NODE_27393_length_2366_cov_4.808741	2366	12956	5.48	1	10
NODE_27399_length_2366_cov_3.439637	2366	10919	4.61	1	22
NODE_27427_length_2364_cov_3.725422	2364	9508	4.02	1	7
NODE_27515_length_2357_cov_6.001303	2357	25275	10.72	1	112
NODE_27520_length_2357_cov_3.252389	2357	8425	3.57	1	7
NODE_27566_length_2354_cov_4.041757	2354	12474	5.30	1	11
NODE_27570_length_2354_cov_3.577207	2354	9040	3.84	1	9
NODE_27572_length_2354_cov_3.382775	2354	10356	4.40	1	9
NODE_27627_length_2350_cov_3.270153	2350	9472	4.03	1	9
NODE_27635_length_2349_cov_3.810375	2349	10775	4.59	1	12
NODE_27697_length_2344_cov_4.017912	2344	12090	5.16	1	9
NODE_27729_length_2341_cov_3.913386	2341	11240	4.80	1	11
NODE_27742_length_2340_cov_4.037637	2340	10908	4.66	1	10
NODE_27868_length_2331_cov_5.112478	2331	15264	6.55	1	49
NODE_27870_length_2331_cov_4.202548	2331	9178	3.94	0	7
NODE_27883_length_2329_cov_5.110818	2329	14797	6.35	1	22
NODE_27913_length_2326_cov_4.834434	2326	11275	4.85	1	9
NODE_28033_length_2316_cov_5.319328	2316	11727	5.06	0	11
NODE_28036_length_2316_cov_4.637771	2316	11792	5.09	1	12
NODE_28091_length_2312_cov_3.450155	2312	8819	3.81	1	7
NODE_28109_length_2310_cov_4.782705	2310	10890	4.71	0	10
NODE_28118_length_2310_cov_3.765410	2310	9249	4.00	1	8
NODE_28120_length_2310_cov_3.635920	2310	10357	4.48	0	11
NODE_28140_length_2309_cov_4.819432	2309	11540	5.00	1	12
NODE_28190_length_2306_cov_3.257219	2306	8132	3.53	1	9
NODE_28206_length_2305_cov_2.903556	2305	10327	4.48	1	33
NODE_28220_length_2304_cov_3.504224	2304	11171	4.85	1	10
NODE_28232_length_2303_cov_5.180605	2303	11066	4.81	1	10
NODE_28236_length_2303_cov_4.097420	2303	10552	4.58	1	10
NODE_28237_length_2303_cov_3.911477	2303	17831	7.74	0	31
NODE_28241_length_2303_cov_3.549377	2303	7564	3.28	1	7
NODE_28258_length_2302_cov_4.662216	2302	11519	5.00	1	13
NODE_28259_length_2302_cov_4.330663	2302	11404	4.95	1	9
NODE_28262_length_2302_cov_3.837561	2302	11769	5.11	1	10
NODE_28347_length_2295_cov_4.705357	2295	11109	4.84	1	9
NODE_28384_length_2292_cov_4.657130	2292	11414	4.98	1	14
NODE_28398_length_2291_cov_4.516995	2291	10734	4.69	1	10
NODE_28461_length_2286_cov_5.200807	2286	12736	5.57	1	14
NODE_28463_length_2286_cov_3.297624	2286	9163	4.01	1	8
NODE_28480_length_2284_cov_4.886048	2284	12694	5.56	1	13
NODE_28515_length_2282_cov_3.319264	2282	8474	3.71	1	9
NODE_28516_length_2282_cov_3.264481	2282	11164	4.89	1	51
NODE_28548_length_2279_cov_4.386691	2279	11889	5.22	1	14
NODE_28560_length_2278_cov_4.657670	2278	11844	5.20	1	12
NODE_28683_length_2269_cov_5.127823	2269	13818	6.09	1	13
NODE_28687_length_2269_cov_4.306685	2269	11576	5.10	1	23
NODE_28749_length_2265_cov_3.628959	2265	10605	4.68	1	9
NODE_28758_length_2264_cov_4.586691	2264	10815	4.78	1	10
NODE_28809_length_2260_cov_3.967800	2260	10855	4.80	1	20
NODE_28840_length_2258_cov_2.879256	2258	7764	3.44	1	11
NODE_28905_length_2253_cov_3.807097	2253	92254	40.95	1	346
NODE_28921_length_2251_cov_7.015027	2251	32185	14.30	3	28
NODE_28944_length_2250_cov_3.556720	2250	10145	4.51	1	8
NODE_28975_length_2248_cov_4.865481	2248	11567	5.15	1	9
NODE_28982_length_2248_cov_3.565891	2248	11053	4.92	1	25
NODE_29072_length_2240_cov_4.373455	2240	10575	4.72	1	14
NODE_29166_length_2234_cov_3.927031	2234	9916	4.44	1	16
NODE_29235_length_2229_cov_4.517479	2229	11139	5.00	1	14
NODE_29268_length_2227_cov_5.089319	2227	11968	5.37	1	14
NODE_29299_length_2225_cov_4.721198	2225	27253	12.25	1	34
NODE_29317_length_2224_cov_4.137391	2224	11123	5.00	1	14
NODE_29344_length_2222_cov_6.705122	2222	14541	6.54	1	13
NODE_29419_length_2216_cov_4.155946	2216	9159	4.13	1	9
NODE_29441_length_2214_cov_5.592867	2214	12883	5.82	1	11
NODE_29562_length_2206_cov_6.040911	2206	40712	18.46	2	32
NODE_29563_length_2206_cov_4.671316	2206	12437	5.64	1	15
NODE_29647_length_2201_cov_5.010252	2201	11172	5.08	0	17
NODE_29657_length_2200_cov_4.193939	2200	12062	5.48	0	12
NODE_29670_length_2199_cov_4.064832	2199	9225	4.20	1	10
NODE_29724_length_2196_cov_3.646894	2196	8618	3.92	1	9
NODE_29728_length_2196_cov_2.891639	2196	7976	3.63	0	9
NODE_29732_length_2195_cov_5.407009	2195	13423	6.12	1	14
NODE_29752_length_2193_cov_4.554724	2193	10944	4.99	1	12
NODE_29893_length_2184_cov_5.247534	2184	13271	6.08	1	17
NODE_29913_length_2183_cov_8.622650	2183	37870	17.35	1	42
NODE_29942_length_2181_cov_4.819379	2181	11475	5.26	0	11
NODE_29943_length_2181_cov_4.416745	2181	9839	4.51	1	10
NODE_29972_length_2179_cov_2.809793	2179	7106	3.26	1	12
NODE_29996_length_2177_cov_4.613572	2177	20761	9.54	1	38
