gene_id	name	product
LGBKFNJJ_00231	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
LGBKFNJJ_00262	resA_1	Thiol-disulfide oxidoreductase ResA
LGBKFNJJ_00335	ideR	Iron-dependent repressor IdeR
LGBKFNJJ_00398	yjmD	putative zinc-type alcohol dehydrogenase-like protein YjmD
LGBKFNJJ_00467	cysD	Sulfate adenylyltransferase subunit 2
LGBKFNJJ_00468	cysN	Sulfate adenylyltransferase subunit 1
LGBKFNJJ_00469	cysH	putative phosphoadenosine phosphosulfate reductase
LGBKFNJJ_00619	copA_1	Copper-exporting P-type ATPase
LGBKFNJJ_00645	frdB	Fumarate reductase iron-sulfur subunit
LGBKFNJJ_00693	erpA_1	Iron-sulfur cluster insertion protein ErpA
LGBKFNJJ_00875	cyaY	Iron-sulfur cluster assembly protein CyaY
LGBKFNJJ_00943	cysK1	O-acetylserine sulfhydrylase
LGBKFNJJ_00980	erpA_2	Iron-sulfur cluster insertion protein ErpA
LGBKFNJJ_00981	iscU	Iron-sulfur cluster assembly scaffold protein IscU
LGBKFNJJ_00982	iscS_1	Cysteine desulfurase IscS
LGBKFNJJ_01087	resA_2	Thiol-disulfide oxidoreductase ResA
LGBKFNJJ_01185	resA_3	Thiol-disulfide oxidoreductase ResA
LGBKFNJJ_01243	metY	O-acetyl-L-homoserine sulfhydrylase
LGBKFNJJ_01263	ytfE	Iron-sulfur cluster repair protein YtfE
LGBKFNJJ_01335	petC_1	Cytochrome b6-f complex iron-sulfur subunit
LGBKFNJJ_01504	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
LGBKFNJJ_01535	iscS_2	Cysteine desulfurase IscS
LGBKFNJJ_01554	paoA	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
LGBKFNJJ_01558	ftsH	ATP-dependent zinc metalloprotease FtsH
LGBKFNJJ_01605	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB
LGBKFNJJ_01626	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
LGBKFNJJ_01649	LGBKFNJJ_01649	Iron-sulfur cluster carrier protein
LGBKFNJJ_01707	fadF	putative iron-sulfur-binding oxidoreductase FadF
LGBKFNJJ_01793	ydjJ	putative zinc-type alcohol dehydrogenase-like protein YdjJ
LGBKFNJJ_01892	fdhD	Sulfur carrier protein FdhD
LGBKFNJJ_01912	msrA	Peptide methionine sulfoxide reductase MsrA
LGBKFNJJ_02029	safD	Sulfoacetaldehyde dehydrogenase
LGBKFNJJ_02146	czcC	Cobalt-zinc-cadmium resistance protein CzcC
LGBKFNJJ_02166	yihV	Sulfofructose kinase
LGBKFNJJ_02173	LGBKFNJJ_02173	putative zinc protease
LGBKFNJJ_02258	dsvC	Sulfite reductase%2C dissimilatory-type subunit gamma
LGBKFNJJ_02285	fieF	Ferrous-iron efflux pump FieF
LGBKFNJJ_02300	petC_2	Cytochrome b6-f complex iron-sulfur subunit
LGBKFNJJ_02320	LGBKFNJJ_02320	Putative zinc metalloprotease
LGBKFNJJ_02543	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
LGBKFNJJ_02544	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
LGBKFNJJ_02639	apbC	Iron-sulfur cluster carrier protein
LGBKFNJJ_02658	copA_2	Copper resistance protein A
LGBKFNJJ_02659	copB	Copper resistance protein B
LGBKFNJJ_02802	dsbD	Thiol:disulfide interchange protein DsbD
LGBKFNJJ_02818	petC_3	Cytochrome b6-f complex iron-sulfur subunit
OOJLBOFE_00090	sdhB	Succinate dehydrogenase iron-sulfur subunit
OOJLBOFE_00111	OOJLBOFE_00111	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
OOJLBOFE_00127	OOJLBOFE_00127	Zinc-type alcohol dehydrogenase-like protein
OOJLBOFE_00150	msrA	Peptide methionine sulfoxide reductase MsrA
OOJLBOFE_00178	fieF	Ferrous-iron efflux pump FieF
OOJLBOFE_00194	paoA	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
OOJLBOFE_00280	ftsH_1	ATP-dependent zinc metalloprotease FtsH
OOJLBOFE_00313	betC	Choline-sulfatase
OOJLBOFE_00335	yfcG_1	Disulfide-bond oxidoreductase YfcG
OOJLBOFE_00395	dsbB	Disulfide bond formation protein B
OOJLBOFE_00416	OOJLBOFE_00416	6-deoxy-6-sulfogluconolactonase
OOJLBOFE_00441	iro	Iron oxidase
OOJLBOFE_00689	ssuC_1	Putative aliphatic sulfonates transport permease protein SsuC
OOJLBOFE_00693	cysA	Sulfate/thiosulfate import ATP-binding protein CysA
OOJLBOFE_00790	ftsH_2	ATP-dependent zinc metalloprotease FtsH
OOJLBOFE_00843	rhdA	Thiosulfate sulfurtransferase
OOJLBOFE_00845	OOJLBOFE_00845	6-deoxy-6-sulfo-D-gluconate dehydratase
OOJLBOFE_00877	yedZ1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
OOJLBOFE_00878	yedY1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
OOJLBOFE_00943	erpA	Iron-sulfur cluster insertion protein ErpA
OOJLBOFE_01027	zitB	Zinc transporter ZitB
OOJLBOFE_01032	tusA	Sulfur carrier protein TusA
OOJLBOFE_01035	soeA	Sulfite dehydrogenase subunit A
OOJLBOFE_01036	soeB	Sulfite dehydrogenase subunit B
OOJLBOFE_01037	soeC	Sulfite dehydrogenase subunit C
OOJLBOFE_01092	copZ	Copper chaperone CopZ
OOJLBOFE_01173	msrB	Peptide methionine sulfoxide reductase MsrB
OOJLBOFE_01187	mmcO_1	Multicopper oxidase MmcO
OOJLBOFE_01226	czcC	Cobalt-zinc-cadmium resistance protein CzcC
OOJLBOFE_01266	cysI	Sulfite reductase [NADPH] hemoprotein beta-component
OOJLBOFE_01267	cysH	putative phosphoadenosine phosphosulfate reductase
OOJLBOFE_01268	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component
OOJLBOFE_01290	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
OOJLBOFE_01354	copA	Copper-exporting P-type ATPase
OOJLBOFE_01534	metZ	O-succinylhomoserine sulfhydrylase
OOJLBOFE_01540	sseA	3-mercaptopyruvate sulfurtransferase
OOJLBOFE_01543	iscA	Iron-binding protein IscA
OOJLBOFE_01545	iscU	Iron-sulfur cluster assembly scaffold protein IscU
OOJLBOFE_01546	sufS	Cysteine desulfurase
OOJLBOFE_01560	resA_1	Thiol-disulfide oxidoreductase ResA
OOJLBOFE_01579	msrQ	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
OOJLBOFE_01621	OOJLBOFE_01621	Iron-sulfur cluster carrier protein
OOJLBOFE_01643	cysD	Sulfate adenylyltransferase subunit 2
OOJLBOFE_01745	msrP_1	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OOJLBOFE_02006	msrP_2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OOJLBOFE_02057	dsbD	Thiol:disulfide interchange protein DsbD
OOJLBOFE_02093	sauS	Sulfoacetaldehyde dehydrogenase (acylating)
OOJLBOFE_02095	xsc	Sulfoacetaldehyde acetyltransferase
OOJLBOFE_02103	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC
OOJLBOFE_02378	cysP	Sulfate permease CysP
OOJLBOFE_02382	tlpA_1	Thiol:disulfide interchange protein TlpA
OOJLBOFE_02388	mmcO_2	Multicopper oxidase MmcO
OOJLBOFE_02408	sufE	Cysteine desulfuration protein SufE
OOJLBOFE_02443	OOJLBOFE_02443	putative zinc protease
OOJLBOFE_02486	dsbE	Thiol:disulfide interchange protein DsbE
OOJLBOFE_02511	OOJLBOFE_02511	6-deoxy-6-sulfogluconolactonase
OOJLBOFE_02560	petA	Ubiquinol-cytochrome c reductase iron-sulfur subunit
OOJLBOFE_02692	ssuB_1	Aliphatic sulfonates import ATP-binding protein SsuB
OOJLBOFE_02717	apbC	Iron-sulfur cluster carrier protein
OOJLBOFE_02755	ssuB_2	Aliphatic sulfonates import ATP-binding protein SsuB
OOJLBOFE_02761	fdhD	Sulfur carrier protein FdhD
OOJLBOFE_02807	fetB	putative iron export permease protein FetB
OOJLBOFE_02898	iscS	Cysteine desulfurase IscS
OOJLBOFE_02970	soxA_4	L-cysteine S-thiosulfotransferase subunit SoxA
OOJLBOFE_03017	cysK1	O-acetylserine sulfhydrylase
OOJLBOFE_03051	czcA	Cobalt-zinc-cadmium resistance protein CzcA
OOJLBOFE_03155	hpsN	Sulfopropanediol 3-dehydrogenase
OOJLBOFE_03162	tsaC1	4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
OOJLBOFE_03207	yfcG_2	Disulfide-bond oxidoreductase YfcG
OOJLBOFE_03210	OOJLBOFE_03210	4-sulfomuconolactone hydrolase
OOJLBOFE_03233	resA_2	Thiol-disulfide oxidoreductase ResA
OOJLBOFE_03262	moaD	Molybdopterin synthase sulfur carrier subunit
OOJLBOFE_03306	resA_3	Thiol-disulfide oxidoreductase ResA
OOJLBOFE_03307	tlpA_2	Thiol:disulfide interchange protein TlpA
OOJLBOFE_03311	copD	Copper resistance protein D
FMFKBENI_00055	dsbD	Thiol:disulfide interchange protein DsbD
FMFKBENI_00056	resA_1	Thiol-disulfide oxidoreductase ResA
FMFKBENI_00152	qcrA	Cytochrome bc1 complex Rieske iron-sulfur subunit
FMFKBENI_00251	glpE_1	Thiosulfate sulfurtransferase GlpE
FMFKBENI_00253	glpE_2	Thiosulfate sulfurtransferase GlpE
FMFKBENI_00320	betC	Choline-sulfatase
FMFKBENI_00364	csd	putative cysteine desulfurase
FMFKBENI_00365	iscU	Iron-sulfur cluster assembly scaffold protein IscU
FMFKBENI_00413	tusA_1	Sulfur carrier protein TusA
FMFKBENI_00414	dsrE2	Sulfur carrier protein DsrE2
FMFKBENI_00418	sir	Sulfite reductase [ferredoxin]
FMFKBENI_00442	rip3	Putative zinc metalloprotease Rip3
FMFKBENI_00490	tusA_2	Sulfur carrier protein TusA
FMFKBENI_00534	msrA	Peptide methionine sulfoxide reductase MsrA
FMFKBENI_00554	resA_2	Thiol-disulfide oxidoreductase ResA
FMFKBENI_00710	FMFKBENI_00710	putative zinc-binding alcohol dehydrogenase
FMFKBENI_00772	egtC	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
FMFKBENI_00847	cysH	putative phosphoadenosine phosphosulfate reductase
FMFKBENI_00956	rip1	Zinc metalloprotease Rip1
FMFKBENI_00987	efeU	Ferrous iron permease EfeU
FMFKBENI_00991	csh	Carbon disulfide hydrolase
FMFKBENI_01047	FMFKBENI_01047	putative zinc protease
FMFKBENI_01051	ftsH_1	ATP-dependent zinc metalloprotease FtsH
FMFKBENI_01099	sseB	Putative thiosulfate sulfurtransferase SseB
FMFKBENI_01108	FMFKBENI_01108	Sulfurtransferase
FMFKBENI_01132	fdhD	Sulfur carrier protein FdhD
FMFKBENI_01141	cysC	putative adenylyl-sulfate kinase
FMFKBENI_01142	cysD	Sulfate adenylyltransferase subunit 2
FMFKBENI_01361	mrp	Iron-sulfur cluster carrier protein
FMFKBENI_01461	copA_1	Copper-exporting P-type ATPase
FMFKBENI_01602	cysO	Sulfur carrier protein CysO
FMFKBENI_01715	FMFKBENI_01715	putative zinc protease
FMFKBENI_01716	FMFKBENI_01716	putative zinc protease
FMFKBENI_01792	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
FMFKBENI_01814	ftsH_2	ATP-dependent zinc metalloprotease FtsH
FMFKBENI_01948	FMFKBENI_01948	Putative thiosulfate sulfurtransferase
FMFKBENI_02018	iscS	IscS-like cysteine desulfurase
FMFKBENI_02065	resA_3	Thiol-disulfide oxidoreductase ResA
FMFKBENI_02103	tusA_3	Sulfur carrier protein TusA
FMFKBENI_02309	cysM	O-phosphoserine sulfhydrylase
FMFKBENI_02452	msrB	Peptide methionine sulfoxide reductase MsrB
FMFKBENI_02522	nifS	Cysteine desulfurase NifS
FMFKBENI_02611	resA_4	Thiol-disulfide oxidoreductase ResA
FMFKBENI_02612	copZ	Copper chaperone CopZ
FMFKBENI_02613	copA_2	Copper-exporting P-type ATPase
FMFKBENI_02647	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
FMFKBENI_02687	fadF	putative iron-sulfur-binding oxidoreductase FadF
FMFKBENI_02701	copA_3	Copper-exporting P-type ATPase
FMFKBENI_02818	ideR	Iron-dependent repressor IdeR
FMFKBENI_02922	fdnH	Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit
EOIGAEJB_00020	glpE_1	Thiosulfate sulfurtransferase GlpE
EOIGAEJB_00040	xsc	Sulfoacetaldehyde acetyltransferase
EOIGAEJB_00068	ctpV	putative copper-exporting P-type ATPase V
EOIGAEJB_00083	frdB_1	Fumarate reductase iron-sulfur subunit
EOIGAEJB_00106	czcD	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
EOIGAEJB_00168	fadF_1	putative iron-sulfur-binding oxidoreductase FadF
EOIGAEJB_00211	sufU	Zinc-dependent sulfurtransferase SufU
EOIGAEJB_00212	sufS	Cysteine desulfurase SufS
EOIGAEJB_00223	safD_1	Sulfoacetaldehyde dehydrogenase
EOIGAEJB_00315	sseA	3-mercaptopyruvate sulfurtransferase
EOIGAEJB_00316	ftsH	ATP-dependent zinc metalloprotease FtsH
EOIGAEJB_00327	fdhD	Sulfur carrier protein FdhD
EOIGAEJB_00338	thiF	Sulfur carrier protein ThiS adenylyltransferase
EOIGAEJB_00405	copA	Copper-exporting P-type ATPase
EOIGAEJB_00427	glpE_2	Thiosulfate sulfurtransferase GlpE
EOIGAEJB_00489	thiI	tRNA sulfurtransferase
EOIGAEJB_00500	EOIGAEJB_00500	Sulfurtransferase
EOIGAEJB_00505	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
EOIGAEJB_00669	safD_2	Sulfoacetaldehyde dehydrogenase
EOIGAEJB_00848	comB	putative 2-phosphosulfolactate phosphatase
EOIGAEJB_00965	cdr	Coenzyme A disulfide reductase
EOIGAEJB_01332	frdB_2	Fumarate reductase iron-sulfur subunit
EOIGAEJB_01336	frdB_3	Fumarate reductase iron-sulfur subunit
EOIGAEJB_01403	pitA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
EOIGAEJB_01509	fadF_2	putative iron-sulfur-binding oxidoreductase FadF
EOIGAEJB_01681	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
EOIGAEJB_01729	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC
EOIGAEJB_01760	apbC	Iron-sulfur cluster carrier protein
EOIGAEJB_01831	petC	Cytochrome b6-f complex iron-sulfur subunit
EOIGAEJB_01870	ttuA	tRNA-5-methyluridine(54) 2-sulfurtransferase
IBJLNIPD_00053	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
IBJLNIPD_00055	czcC	Cobalt-zinc-cadmium resistance protein CzcC
IBJLNIPD_00057	copA_1	Copper-exporting P-type ATPase
IBJLNIPD_00098	petA	Ubiquinol-cytochrome c reductase iron-sulfur subunit
IBJLNIPD_00116	sseA	3-mercaptopyruvate sulfurtransferase
IBJLNIPD_00165	dsbB	Disulfide bond formation protein B
IBJLNIPD_00232	IBJLNIPD_00232	Sulfurtransferase
IBJLNIPD_00295	dsbD	Thiol:disulfide interchange protein DsbD
IBJLNIPD_00428	znuB	High-affinity zinc uptake system membrane protein ZnuB
IBJLNIPD_00429	msrB	Peptide methionine sulfoxide reductase MsrB
IBJLNIPD_00451	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
IBJLNIPD_00553	sdhB	Succinate dehydrogenase iron-sulfur subunit
IBJLNIPD_00735	sufS	Cysteine desulfurase
IBJLNIPD_00736	sufU	Zinc-dependent sulfurtransferase SufU
IBJLNIPD_00737	iscA	Iron-binding protein IscA
IBJLNIPD_00811	iscS	Cysteine desulfurase IscS
IBJLNIPD_00865	apbC	Iron-sulfur cluster carrier protein
IBJLNIPD_00923	IBJLNIPD_00923	Zinc metalloproteinase
IBJLNIPD_00940	ftsH	ATP-dependent zinc metalloprotease FtsH
IBJLNIPD_01028	asrB_1	Anaerobic sulfite reductase subunit B
IBJLNIPD_01263	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB
IBJLNIPD_01366	cysZ	Sulfate transporter CysZ
IBJLNIPD_01404	asrB_2	Anaerobic sulfite reductase subunit B
IBJLNIPD_01487	ttcA	tRNA-cytidine(32) 2-sulfurtransferase
IBJLNIPD_01491	copB	Copper-exporting P-type ATPase B
IBJLNIPD_01541	erpA	Iron-sulfur cluster insertion protein ErpA
IBJLNIPD_01572	dsbE	Thiol:disulfide interchange protein DsbE
IBJLNIPD_01580	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC
IBJLNIPD_01706	copA_2	Copper-exporting P-type ATPase
IBJLNIPD_01711	IBJLNIPD_01711	Zinc metalloproteinase
IBJLNIPD_02295	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
IBJLNIPD_02299	mmcO	Multicopper oxidase MmcO
IBJLNIPD_02385	czcA_3	Cobalt-zinc-cadmium resistance protein CzcA
FLFDBAFB_00088	fieF	Ferrous-iron efflux pump FieF
FLFDBAFB_00111	msrA	Peptide methionine sulfoxide reductase MsrA
FLFDBAFB_00133	FLFDBAFB_00133	Zinc-type alcohol dehydrogenase-like protein
FLFDBAFB_00155	sufS	Cysteine desulfurase
FLFDBAFB_00156	iscU	Iron-sulfur cluster assembly scaffold protein IscU
FLFDBAFB_00158	iscA	Iron-binding protein IscA
FLFDBAFB_00161	sseA	3-mercaptopyruvate sulfurtransferase
FLFDBAFB_00207	yfcG	Disulfide-bond oxidoreductase YfcG
FLFDBAFB_00236	ftsH_1	ATP-dependent zinc metalloprotease FtsH
FLFDBAFB_00286	msrQ	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
FLFDBAFB_00343	FLFDBAFB_00343	6-deoxy-6-sulfo-D-gluconate dehydratase
FLFDBAFB_00357	soxR	Redox-sensitive transcriptional activator SoxR
FLFDBAFB_00557	ftsH_2	ATP-dependent zinc metalloprotease FtsH
FLFDBAFB_00592	cysD	Sulfate adenylyltransferase subunit 2
FLFDBAFB_00848	copA_1	Copper-exporting P-type ATPase
FLFDBAFB_00863	dsbE	Thiol:disulfide interchange protein DsbE
FLFDBAFB_00877	yedZ1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
FLFDBAFB_00878	yedY1	Putative protein-methionine-sulfoxide reductase subunit YedZ1
FLFDBAFB_00932	FLFDBAFB_00932	putative zinc protease
FLFDBAFB_00977	dsbD_1	Thiol:disulfide interchange protein DsbD
FLFDBAFB_01004	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
FLFDBAFB_01107	fetB	putative iron export permease protein FetB
FLFDBAFB_01166	msrP_1	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
FLFDBAFB_01173	pitA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
FLFDBAFB_01182	czcD_1	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
FLFDBAFB_01184	cysP_1	Sulfate permease CysP
FLFDBAFB_01202	iscS	Cysteine desulfurase IscS
FLFDBAFB_01209	msrP_2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
FLFDBAFB_01231	ssuB_1	Aliphatic sulfonates import ATP-binding protein SsuB
FLFDBAFB_01232	ssuC_1	Putative aliphatic sulfonates transport permease protein SsuC
FLFDBAFB_01360	resA_1	Thiol-disulfide oxidoreductase ResA
FLFDBAFB_01378	paoA	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
FLFDBAFB_01398	mmcO_1	Multicopper oxidase MmcO
FLFDBAFB_01421	FLFDBAFB_01421	Iron-sulfur cluster carrier protein
FLFDBAFB_01471	rhdA	Thiosulfate sulfurtransferase
FLFDBAFB_01475	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC
FLFDBAFB_01532	ssuB_2	Aliphatic sulfonates import ATP-binding protein SsuB
FLFDBAFB_01534	ssuC_3	Putative aliphatic sulfonates transport permease protein SsuC
FLFDBAFB_01585	zitB_1	Zinc transporter ZitB
FLFDBAFB_01587	cysP_2	Sulfate permease CysP
FLFDBAFB_01588	glpE	Thiosulfate sulfurtransferase GlpE
FLFDBAFB_01598	copA_2	Copper-exporting P-type ATPase
FLFDBAFB_01604	resA_2	Thiol-disulfide oxidoreductase ResA
FLFDBAFB_01606	dsbD_2	Thiol:disulfide interchange protein DsbD
FLFDBAFB_01609	mmcO_2	Multicopper oxidase MmcO
FLFDBAFB_01619	czcA_1	Cobalt-zinc-cadmium resistance protein CzcA
FLFDBAFB_01665	tusA	Sulfur carrier protein TusA
FLFDBAFB_01782	soeA	Sulfite dehydrogenase subunit A
FLFDBAFB_01783	soeB	Sulfite dehydrogenase subunit B
FLFDBAFB_01784	soeC	Sulfite dehydrogenase subunit C
FLFDBAFB_01892	cysI	Sulfite reductase [NADPH] hemoprotein beta-component
FLFDBAFB_01893	cysH	putative phosphoadenosine phosphosulfate reductase
FLFDBAFB_01894	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component
FLFDBAFB_01916	betC	Choline-sulfatase
FLFDBAFB_01932	iro	Iron oxidase
FLFDBAFB_02072	cysA	Sulfate/thiosulfate import ATP-binding protein CysA
FLFDBAFB_02097	yghU	Disulfide-bond oxidoreductase YghU
FLFDBAFB_02204	dsbB	Disulfide bond formation protein B
FLFDBAFB_02241	sufE	Cysteine desulfuration protein SufE
FLFDBAFB_02250	czcA_2	Cobalt-zinc-cadmium resistance protein CzcA
FLFDBAFB_02287	czcD_3	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
FLFDBAFB_02326	comB	2-phosphosulfolactate phosphatase
FLFDBAFB_02374	FLFDBAFB_02374	Iron-sulfur cluster carrier protein
FLFDBAFB_02450	ssuB_3	Aliphatic sulfonates import ATP-binding protein SsuB
FLFDBAFB_02471	metZ	O-succinylhomoserine sulfhydrylase
FLFDBAFB_02578	FLFDBAFB_02578	2-dehydro-3%2C6-dideoxy-6-sulfogluconate aldolase
FLFDBAFB_02639	sdhB	Succinate dehydrogenase iron-sulfur subunit
FLFDBAFB_02725	fdhD	Sulfur carrier protein FdhD
FLFDBAFB_02742	cysP_3	Sulfate permease CysP
FLFDBAFB_02744	baeB_1	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
FLFDBAFB_02752	resA_3	Thiol-disulfide oxidoreductase ResA
FLFDBAFB_02756	resA_4	Thiol-disulfide oxidoreductase ResA
FLFDBAFB_02757	resA_5	Thiol-disulfide oxidoreductase ResA
FLFDBAFB_02790	cysK1	O-acetylserine sulfhydrylase
FLFDBAFB_02834	cadA	Cadmium%2C zinc and cobalt-transporting ATPase
FLFDBAFB_02840	sauT	putative sulfoacetate--CoA ligase
FLFDBAFB_03017	msrB	Peptide methionine sulfoxide reductase MsrB
FLFDBAFB_03024	copA_3	Copper-exporting P-type ATPase
FLFDBAFB_03053	copA_4	Copper-exporting P-type ATPase
FLFDBAFB_03057	resA_6	Thiol-disulfide oxidoreductase ResA
FLFDBAFB_03058	resA_7	Thiol-disulfide oxidoreductase ResA
FLFDBAFB_03093	soxA_3	L-cysteine S-thiosulfotransferase subunit SoxA
FLFDBAFB_03096	tsdA	Thiosulfate dehydrogenase
FLFDBAFB_03177	csoR	Copper-sensing transcriptional repressor CsoR
FLFDBAFB_03178	zitB_2	Zinc transporter ZitB
FLFDBAFB_03179	czcD_4	Cadmium%2C cobalt and zinc/H(+)-K(+) antiporter
FLFDBAFB_03293	copB	Copper resistance protein B
FLFDBAFB_03302	baeB_2	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
FLFDBAFB_03305	resA_8	Thiol-disulfide oxidoreductase ResA
GHAHNGBJ_00040	frdB	Fumarate reductase iron-sulfur subunit
GHAHNGBJ_00085	fieF	Ferrous-iron efflux pump FieF
GHAHNGBJ_00235	resA_1	Thiol-disulfide oxidoreductase ResA
GHAHNGBJ_00285	resA_2	Thiol-disulfide oxidoreductase ResA
GHAHNGBJ_00322	GHAHNGBJ_00322	putative zinc protease
GHAHNGBJ_00413	fadF	putative iron-sulfur-binding oxidoreductase FadF
GHAHNGBJ_00533	yihV	Sulfofructose kinase
GHAHNGBJ_00753	GHAHNGBJ_00753	Putative zinc metalloprotease
GHAHNGBJ_00769	petC	Cytochrome b6-f complex iron-sulfur subunit
GHAHNGBJ_00791	ydjJ	putative zinc-type alcohol dehydrogenase-like protein YdjJ
GHAHNGBJ_00813	chuR	Anaerobic sulfatase-maturating enzyme
GHAHNGBJ_00814	GHAHNGBJ_00814	N-acetylglucosamine-6-O-sulfatase
GHAHNGBJ_00847	fdhD	Sulfur carrier protein FdhD
GHAHNGBJ_00972	apbC	Iron-sulfur cluster carrier protein
GHAHNGBJ_00998	iscS	Cysteine desulfurase IscS
GHAHNGBJ_01027	actP	Copper-transporting P-type ATPase
GHAHNGBJ_01037	czcA	Cobalt-zinc-cadmium resistance protein CzcA
GHAHNGBJ_01149	erpA	Iron-sulfur cluster insertion protein ErpA
GHAHNGBJ_01163	paoA	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
GHAHNGBJ_01167	ftsH	ATP-dependent zinc metalloprotease FtsH
GHAHNGBJ_01211	resA_3	Thiol-disulfide oxidoreductase ResA
GHAHNGBJ_01565	msrQ_1	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
GHAHNGBJ_01789	GHAHNGBJ_01789	Ulvan-active sulfatase
GHAHNGBJ_01820	cyaY	Iron-sulfur cluster assembly protein CyaY
GHAHNGBJ_01823	tsdA	Thiosulfate dehydrogenase
GHAHNGBJ_01848	dsvC	Sulfite reductase%2C dissimilatory-type subunit gamma
GHAHNGBJ_01857	safD	Sulfoacetaldehyde dehydrogenase
GHAHNGBJ_01866	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB
GHAHNGBJ_01875	ytfE	Iron-sulfur cluster repair protein YtfE
GHAHNGBJ_01879	msrA	Peptide methionine sulfoxide reductase MsrA
GHAHNGBJ_01911	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ
GHAHNGBJ_01916	rip3	Putative zinc metalloprotease Rip3
GHAHNGBJ_01933	copB	Copper resistance protein B
GHAHNGBJ_01934	copA	Copper resistance protein A
GHAHNGBJ_02024	dsbD	Thiol:disulfide interchange protein DsbD
GHAHNGBJ_02042	metY	O-acetyl-L-homoserine sulfhydrylase
GHAHNGBJ_02088	sir	Sulfite reductase [ferredoxin]
GHAHNGBJ_02114	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
GHAHNGBJ_02115	msrQ_2	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
