rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_1121_length_16222_cov_6.000557	1	16222	36	200	1.23289	0.0512267	35.7	37.6
NODE_1146_length_15980_cov_6.213878	1	15980	30	79	0.494368	0.0359825	36.1	13.9
NODE_1154_length_15827_cov_5.822217	1	15827	34	154	0.973021	0.0424591	36	41.5
NODE_1167_length_15660_cov_6.769881	1	15660	11	179	1.14304	0.0177522	36.7	33.5
NODE_1253_length_14765_cov_6.782665	1	14765	4	38	0.257365	0.00514731	35.7	40
NODE_1265_length_14581_cov_7.230277	1	14581	12	81	0.555517	0.0164598	35.6	45
NODE_1296_length_14188_cov_6.285785	1	14188	8	77	0.542712	0.0107838	36.3	29
NODE_1372_length_13307_cov_12.811651	1	13307	6	39	0.293079	0.00864207	35.2	34.7
NODE_1417_length_12922_cov_7.010337	1	12922	6	42	0.325027	0.00913171	35.5	13.3
NODE_1422_length_12880_cov_6.218635	1	12880	10	79	0.613354	0.015295	35.7	28.2
NODE_1423_length_12876_cov_6.566336	1	12876	2	21	0.163094	0.00326188	32.5	50.5
NODE_1439_length_12720_cov_6.166048	1	12720	5	60	0.471698	0.00786164	36.5	38
NODE_1445_length_12638_cov_6.894858	1	12638	28	81	0.640924	0.0449438	35.9	39.6
NODE_1500_length_12147_cov_7.901009	1	12147	14	43	0.353997	0.0226393	35.7	36.9
NODE_1505_length_12102_cov_5.347140	1	12102	12	39	0.322261	0.0189225	36.1	26.7
NODE_1519_length_11947_cov_4.311386	1	11947	10	60	0.502218	0.0161547	34	32
NODE_1563_length_11631_cov_8.132688	1	11631	12	116	0.997335	0.0197747	36.6	32.7
NODE_1588_length_11469_cov_6.970738	1	11469	21	176	1.53457	0.0478682	35.6	24.5
NODE_1589_length_11462_cov_6.941264	1	11462	4	39	0.340255	0.0068051	35	23
NODE_1596_length_11394_cov_6.910045	1	11394	5	87	0.76356	0.0114095	35.5	33.8
NODE_1603_length_11308_cov_6.797121	1	11308	6	38	0.336045	0.0100814	35.8	26.7
NODE_1617_length_11179_cov_7.298184	1	11179	18	165	1.47598	0.099025	36	26.4
NODE_1619_length_11108_cov_6.250882	1	11108	12	40	0.360101	0.0223263	36.5	15.2
NODE_1623_length_11091_cov_7.645071	1	11091	6	38	0.34262	0.0102786	36.6	40
NODE_1635_length_11016_cov_6.230910	1	11016	2	19	0.172476	0.00344953	36.4	40
NODE_1653_length_10879_cov_6.780395	1	10879	25	79	0.72617	0.0474308	36	39.8
NODE_1668_length_10763_cov_5.556873	1	10763	10	107	0.994147	0.0191396	36.1	32.4
NODE_1718_length_10431_cov_6.090594	1	10431	6	40	0.383472	0.0114083	35.2	45
NODE_1758_length_10130_cov_8.841191	1	10130	2	20	0.197433	0.00384995	32.5	40
NODE_1762_length_10109_cov_6.790133	1	10109	22	77	0.761697	0.0415471	36.3	26.1
NODE_1900_length_9276_cov_6.209847	1	9276	2	22	0.237171	0.00474342	35.9	54
NODE_1955_length_8917_cov_9.234033	1	8917	20	39	0.437367	0.0446338	36.2	45.4
NODE_1991_length_8769_cov_6.462704	1	8769	22	38	0.433345	0.0476679	35.6	40
NODE_1999_length_8723_cov_7.587679	1	8723	2	19	0.217815	0.0043563	36.1	0
NODE_2016_length_8622_cov_6.847555	1	8622	4	19	0.220367	0.00881466	31.5	0
NODE_2047_length_8492_cov_5.764845	1	8492	16	79	0.930287	0.0365049	36	41.8
NODE_2099_length_8242_cov_6.707341	1	8242	2	19	0.230527	0.00461053	37	40
NODE_2145_length_7996_cov_7.988415	1	7996	2	21	0.262631	0.00512756	37	49
NODE_2147_length_7992_cov_6.432909	1	7992	50	100	1.25125	0.120996	35.5	37.4
NODE_2167_length_7926_cov_5.589887	1	7926	10	80	1.00934	0.0252334	36.6	38
NODE_2211_length_7704_cov_6.282651	1	7704	4	39	0.506231	0.0101246	34.2	23
NODE_2225_length_7650_cov_7.087953	1	7650	2	20	0.261438	0.00522876	34.2	46
NODE_2249_length_7543_cov_5.788462	1	7543	4	39	0.517036	0.0103407	36.2	41
NODE_2259_length_7503_cov_8.029270	1	7503	1047	2091	27.8689	11.9968	35.9	37.3
NODE_2279_length_7415_cov_6.764946	1	7415	2	19	0.256237	0.00512475	37	40
NODE_2313_length_7303_cov_6.334575	1	7303	4	38	0.520334	0.0104067	36.5	20
NODE_2363_length_7139_cov_6.684924	1	7139	16	57	0.798431	0.042583	34.3	40
NODE_2381_length_7074_cov_6.959538	1	7074	8	19	0.268589	0.0214871	36.2	40
NODE_2385_length_7061_cov_5.770197	1	7061	4	38	0.538167	0.0107633	36.2	40
NODE_2427_length_6911_cov_6.841015	1	6911	6	61	0.882651	0.0175083	35.8	19.3
NODE_2470_length_6744_cov_6.192106	1	6744	13	140	2.07592	0.0581257	36.1	17.8
NODE_2489_length_6668_cov_5.674429	1	6668	12	79	1.18476	0.034793	35.8	33
NODE_2496_length_6643_cov_5.888434	1	6643	18	49	0.737619	0.0535902	36.5	24
NODE_2511_length_6593_cov_8.008412	1	6593	585	1122	17.018	8.38541	35.8	19.2
NODE_2607_length_6291_cov_6.463759	1	6291	4	40	0.635829	0.0127166	36.5	46
NODE_2717_length_5926_cov_5.156532	1	5926	8	58	0.978738	0.0263247	35.4	43
NODE_2926_length_5353_cov_7.022839	1	5353	28	51	0.952737	0.146834	35.4	49.4
NODE_2980_length_5237_cov_6.767850	1	5237	2	19	0.362803	0.00725606	36.7	40
NODE_3045_length_5106_cov_4.276381	1	5106	2	19	0.372111	0.00744222	33.4	36
NODE_3265_length_4644_cov_7.295925	1	4644	8	89	1.91645	0.0527562	33.8	30.5
NODE_3324_length_4551_cov_6.169706	1	4551	2	19	0.417491	0.00834981	37	40
NODE_3379_length_4466_cov_7.923827	1	4466	19	64	1.43305	0.0904613	35.6	15.6
NODE_3403_length_4417_cov_8.193718	1	4417	8	19	0.430156	0.0344125	35.2	40
NODE_3483_length_4293_cov_6.617272	1	4293	10	19	0.442581	0.0442581	36.3	40
NODE_3533_length_4216_cov_7.633021	1	4216	4	40	0.948767	0.0189753	36.9	21.5
NODE_3536_length_4213_cov_6.992785	1	4213	2	19	0.450985	0.0090197	36.1	40
NODE_3620_length_4104_cov_9.061250	1	4104	6	19	0.462963	0.0277778	36.2	40
NODE_3643_length_4081_cov_5.337059	1	4081	4	25	0.612595	0.0225435	36.7	3
NODE_3732_length_3966_cov_6.552800	1	3966	21	153	3.85779	0.166415	36.1	12
NODE_3750_length_3944_cov_6.228851	1	3944	2	20	0.507099	0.010142	36.4	46
NODE_4094_length_3531_cov_8.328251	1	3531	4	38	1.07618	0.0215236	36.2	20
NODE_4110_length_3511_cov_6.954282	1	3511	13	19	0.541156	0.0703503	36	30.8
NODE_4135_length_3490_cov_7.908588	1	3490	4	39	1.11748	0.022063	34.2	40
NODE_4204_length_3419_cov_5.487515	1	3419	2	19	0.555718	0.0111144	36.7	40
NODE_4273_length_3354_cov_7.459836	1	3354	6	19	0.566488	0.0339893	35	4
NODE_4309_length_3325_cov_6.508563	1	3325	2	19	0.571429	0.0114286	36.7	40
NODE_4311_length_3323_cov_11.119951	1	3323	4	40	1.20373	0.0240746	36	46
NODE_4428_length_3226_cov_4.927783	1	3226	2	19	0.588965	0.0117793	36.7	40
NODE_4440_length_3217_cov_5.875395	1	3217	6	40	1.24339	0.0376127	34.6	46.5
NODE_4840_length_2914_cov_4.525009	1	2914	2	19	0.652025	0.0130405	36.7	0
NODE_4934_length_2857_cov_5.583155	1	2857	2	19	0.665033	0.0133007	37	40
NODE_6209_length_2207_cov_7.554833	1	2207	4	19	0.860897	0.0344359	34.8	40
NODE_6259_length_2190_cov_8.714754	1	2190	10	19	0.86758	0.086758	36.5	40
NODE_6327_length_2167_cov_6.659091	1	2167	1	20	0.922935	0.00922935	36.4	6
NODE_6472_length_2119_cov_6.039729	1	2119	8	19	0.896649	0.0717319	35.8	30
NODE_6529_length_2102_cov_5.140694	1	2102	2	19	0.903901	0.018078	36.4	40
NODE_6688_length_2058_cov_5.304543	1	2058	2	19	0.923226	0.0184645	36.1	6
NODE_7058_length_1952_cov_6.646284	1	1952	2	19	0.973361	0.0194672	37	0
NODE_7251_length_1899_cov_7.258134	1	1899	2	20	1.05319	0.0210637	35.7	46
NODE_7789_length_1763_cov_7.867096	1	1763	2	19	1.07771	0.0215542	37	0
NODE_7954_length_1726_cov_7.831837	1	1726	20	38	2.20162	0.220162	35.7	40
NODE_8275_length_1659_cov_10.546135	1	1659	2	19	1.14527	0.0229054	36.7	40
NODE_702_length_56253_cov_7.455675	1	56253	106	294	0.522639	0.0364425	36	28.7
NODE_787_length_52856_cov_6.643473	1	52856	46	280	0.529741	0.0169706	36.2	29.7
NODE_803_length_52146_cov_7.425409	1	52146	43	318	0.609826	0.0163004	35.7	42.3
NODE_882_length_49126_cov_7.543396	1	49126	50	201	0.409152	0.0196637	35.6	22.7
NODE_1239_length_39914_cov_6.739983	1	39914	51	181	0.453475	0.0257804	35.6	27.7
NODE_1442_length_36217_cov_6.663929	1	36217	79	189	0.521854	0.0439573	36.2	44.3
NODE_1507_length_35048_cov_7.194096	1	35048	24	216	0.616298	0.0132961	35.9	36.3
NODE_1576_length_34039_cov_7.052407	1	34039	16	161	0.472987	0.00940098	36.4	42.1
NODE_1598_length_33652_cov_7.567997	1	33652	34	219	0.650779	0.0200285	36.1	43.6
NODE_1652_length_32962_cov_7.421612	1	32962	51	193	0.585523	0.0295188	36.5	36.2
NODE_1663_length_32807_cov_7.645976	1	32807	34	178	0.542567	0.0202091	36.3	26.5
NODE_1836_length_30492_cov_7.433486	1	30492	38	137	0.449298	0.024367	36.3	34.7
NODE_1886_length_29900_cov_7.186765	1	29900	32	222	0.742475	0.0216388	35.5	34.8
NODE_1912_length_29526_cov_7.827729	1	29526	161	238	0.806069	0.104247	35.9	35.6
NODE_1936_length_29381_cov_7.234638	1	29381	38	136	0.462884	0.0255607	36.2	38.1
NODE_2039_length_28401_cov_7.260072	1	28401	42	177	0.623217	0.0285905	35.1	35.1
NODE_2046_length_28353_cov_7.615556	1	28353	12	77	0.271576	0.00811202	35.9	34.3
NODE_2047_length_28317_cov_7.422723	1	28317	64	111	0.391991	0.0464385	36.2	45.4
NODE_2048_length_28314_cov_6.379313	1	28314	42	218	0.769937	0.0297379	36.2	42.3
NODE_2104_length_27775_cov_6.748882	1	27775	27	201	0.723672	0.0190819	36.1	36.8
NODE_2146_length_27380_cov_6.441610	1	27380	17	156	0.569759	0.0119795	35.4	38.2
NODE_2299_length_26118_cov_8.086368	1	26118	38	101	0.386706	0.0281798	35.8	39.3
NODE_2342_length_25702_cov_6.607907	1	25702	15	135	0.525251	0.0112054	36.1	27.5
NODE_2419_length_25055_cov_7.696280	1	25055	26	59	0.235482	0.0212333	36.2	19.8
NODE_2441_length_24881_cov_7.080883	1	24881	22	139	0.558659	0.0186086	36.1	37.5
NODE_2491_length_24584_cov_7.584084	1	24584	8	80	0.325415	0.00646762	36.3	44.5
NODE_2567_length_24103_cov_6.565577	1	24103	14	117	0.485417	0.0112849	35.5	24.9
NODE_2631_length_23679_cov_7.164875	1	23679	61	99	0.418092	0.0511846	35.9	36.1
NODE_2739_length_22987_cov_6.811486	1	22987	46	39	0.169661	0.0398051	36.2	37.3
NODE_3024_length_21321_cov_7.927302	1	21321	18	98	0.459641	0.0166972	35.5	35.3
NODE_3169_length_20574_cov_6.217165	1	20574	27	58	0.281909	0.024983	35.9	26.7
NODE_3310_length_19970_cov_7.231082	1	19970	10	96	0.480721	0.00961442	36.3	33.2
NODE_3390_length_19621_cov_6.986763	1	19621	5	39	0.198767	0.00499465	34.6	34
NODE_3513_length_19076_cov_7.757531	1	19076	4	38	0.199203	0.00398406	36.8	20
NODE_3558_length_18891_cov_6.796931	1	18891	18	78	0.412895	0.0183685	35.6	29.3
NODE_3699_length_18315_cov_7.204053	1	18315	11	95	0.518701	0.0114114	36.2	14.5
NODE_3766_length_18068_cov_6.474213	1	18068	8	57	0.315475	0.00841266	35.9	40
NODE_4005_length_17105_cov_7.230733	1	17105	32	184	1.07571	0.0376498	35.8	37.5
NODE_4157_length_16648_cov_6.896643	1	16648	8	57	0.342383	0.00913023	35.4	20
NODE_4183_length_16585_cov_6.651543	1	16585	9	78	0.470304	0.0105517	36.2	29.3
NODE_4509_length_15658_cov_7.652823	1	15658	2	19	0.121344	0.00242687	36.4	40
NODE_4575_length_15463_cov_7.475337	1	15463	12	118	0.763112	0.0152622	35.9	26.5
NODE_4614_length_15371_cov_7.226299	1	15371	14	84	0.546484	0.019192	35.9	49.1
NODE_4675_length_15200_cov_7.057841	1	15200	23	125	0.822368	0.03	35.9	27.2
NODE_4701_length_15162_cov_14.596412	1	15162	11	208	1.37185	0.0224904	36.3	23.2
NODE_4728_length_15081_cov_8.405364	1	15081	18	95	0.629932	0.0226775	36	40
NODE_4873_length_14733_cov_6.883840	1	14733	8	76	0.515849	0.010317	36.4	30
NODE_5062_length_14257_cov_6.466976	1	14257	2	19	0.133268	0.00266536	36.7	40
NODE_5163_length_14013_cov_6.892177	1	14013	18	57	0.406765	0.0244059	34.6	33.8
NODE_5207_length_13928_cov_7.175953	1	13928	64	83	0.595922	0.0886703	35.9	37.7
NODE_5366_length_13580_cov_7.815749	1	13580	6	58	0.427099	0.00846834	35.8	40
NODE_5487_length_13330_cov_5.581695	1	13330	12	121	0.907727	0.0181545	36.7	35.2
NODE_5513_length_13275_cov_5.926475	1	13275	6	40	0.301318	0.00881356	36.7	2
NODE_5692_length_12891_cov_6.582658	1	12891	2	20	0.155147	0.00310294	36.7	0
NODE_5714_length_12844_cov_6.859723	1	12844	6	58	0.451573	0.00903145	35.6	42
NODE_5733_length_12814_cov_6.334666	1	12814	13	133	1.03793	0.0192758	35.5	30.8
NODE_5788_length_12687_cov_7.341197	1	12687	12	77	0.60692	0.0181288	34.8	34.3
NODE_6001_length_12289_cov_7.633317	1	12289	10	79	0.642851	0.0159492	36.4	43.6
NODE_6040_length_12206_cov_8.421776	1	12206	18	38	0.311322	0.028019	36.5	38.9
NODE_6053_length_12176_cov_6.874515	1	12176	36	165	1.35512	0.0588863	36.4	42
NODE_6654_length_11205_cov_7.123587	1	11205	4	38	0.339134	0.00678269	34.4	40
NODE_6999_length_10716_cov_7.742895	1	10716	8	19	0.177305	0.0141844	36.8	40
NODE_7225_length_10421_cov_7.445688	1	10421	14	80	0.767681	0.0261011	36.2	26.3
NODE_7282_length_10357_cov_5.717725	1	10357	40	45	0.434489	0.0742493	36.1	40.3
NODE_7317_length_10301_cov_7.956178	1	10301	11	86	0.83487	0.0240753	35.3	34.7
NODE_7592_length_9977_cov_6.094537	1	9977	2	23	0.23053	0.00451037	35.6	54
NODE_7873_length_9648_cov_6.864380	1	9648	10	77	0.798093	0.0199005	34.2	41.2
NODE_8002_length_9499_cov_6.692080	1	9499	12	39	0.41057	0.0241078	36.1	33.3
NODE_8093_length_9380_cov_7.074745	1	9380	28	80	0.852878	0.0570362	35.6	36
NODE_8285_length_9175_cov_6.746930	1	9175	6	58	0.632153	0.0126431	36.2	42
NODE_8292_length_9173_cov_6.986620	1	9173	12	20	0.218031	0.0260547	36.4	45.5
NODE_8337_length_9134_cov_10.089437	1	9134	13	81	0.886797	0.0275892	35.9	36.6
NODE_8564_length_8892_cov_6.654294	1	8892	14	77	0.865947	0.0301395	36.2	31.1
NODE_8569_length_8884_cov_7.754219	1	8884	8	78	0.877983	0.0175597	35.3	33
NODE_8594_length_8858_cov_8.276156	1	8858	6	61	0.688643	0.01366	36.8	18.3
NODE_8879_length_8564_cov_7.574216	1	8564	4	38	0.443718	0.00887436	37	40
NODE_8949_length_8505_cov_6.385799	1	8505	6	19	0.223398	0.0134039	36.3	40
NODE_9482_length_8044_cov_7.002128	1	8044	2	19	0.236201	0.00472402	37	40
NODE_9825_length_7782_cov_7.096027	1	7782	2	19	0.244153	0.00488306	37	0
NODE_9919_length_7713_cov_6.713110	1	7713	8	58	0.751977	0.0198366	35.8	40
NODE_10221_length_7513_cov_7.740413	1	7513	12	117	1.5573	0.031146	36.2	29.2
NODE_10273_length_7484_cov_6.626868	1	7484	3	39	0.521112	0.00774987	35.7	2
NODE_10420_length_7390_cov_7.081936	1	7390	10	79	1.06901	0.026793	36.7	33.6
NODE_10437_length_7380_cov_13.677952	1	7380	1	20	0.271003	0.00271003	37	6
NODE_10733_length_7182_cov_7.054581	1	7182	9	77	1.07212	0.024088	36.4	24.4
NODE_10831_length_7126_cov_7.117098	1	7126	24	85	1.19282	0.0679203	36.7	45
NODE_11190_length_6909_cov_7.271374	1	6909	13	60	0.868432	0.0374873	35.4	16.9
NODE_11206_length_6900_cov_11.635939	1	6900	4	19	0.275362	0.0110145	35.5	40
NODE_11748_length_6624_cov_8.478916	1	6624	5	58	0.875604	0.0144928	36.6	20.8
NODE_11779_length_6608_cov_6.968259	1	6608	2	19	0.28753	0.00575061	36.7	40
NODE_12434_length_6274_cov_5.696575	1	6274	6	58	0.92445	0.018489	36.7	42
NODE_13794_length_5690_cov_5.977462	1	5690	4	41	0.720562	0.0140598	34.5	20
NODE_13989_length_5604_cov_6.783024	1	5604	2	20	0.356888	0.00713776	36.7	9
NODE_14578_length_5398_cov_5.778776	1	5398	8	40	0.741015	0.0288996	35.3	43
NODE_15780_length_5012_cov_7.839419	1	5012	2	20	0.399042	0.00798085	36.1	9
NODE_16550_length_4792_cov_7.194005	1	4792	20	44	0.918197	0.0880634	36.3	47.6
NODE_17378_length_4569_cov_7.130926	1	4569	2	19	0.415846	0.00831692	36.1	40
NODE_19171_length_4168_cov_7.500122	1	4168	8	78	1.8714	0.037428	36.8	43
NODE_21849_length_3715_cov_7.719672	1	3715	22	22	0.592194	0.12463	36.6	42.9
NODE_22392_length_3633_cov_8.040805	1	3633	6	58	1.59648	0.0319295	36.5	28.7
NODE_23448_length_3487_cov_6.899476	1	3487	2	19	0.544881	0.0108976	37	40
NODE_24530_length_3345_cov_5.717021	1	3345	2	20	0.597907	0.0116592	35.7	40
NODE_24894_length_3300_cov_5.611094	1	3300	4	42	1.27273	0.0254545	36.4	31.5
NODE_27647_length_3009_cov_6.481720	1	3009	6	58	1.92755	0.038551	35.8	42
NODE_28623_length_2919_cov_5.362779	1	2919	2	20	0.685166	0.0133607	36.4	43
NODE_28880_length_2895_cov_8.364085	1	2895	2	19	0.656304	0.0131261	34.1	36
NODE_31799_length_2660_cov_6.094050	1	2660	27	41	1.54135	0.203383	35.7	17.4
NODE_31946_length_2649_cov_9.326523	1	2649	2	19	0.717252	0.014345	37	40
NODE_32329_length_2623_cov_11.418224	1	2623	4	21	0.80061	0.0297369	36.5	0
NODE_35484_length_2422_cov_5.197296	1	2422	1	150	6.19323	0.0619323	35.8	60
NODE_45205_length_1974_cov_7.132361	1	1974	4	38	1.92503	0.0385005	37	40
NODE_55525_length_1662_cov_7.487866	1	1662	2	20	1.20337	0.0240674	35.4	46
NODE_742_length_69251_cov_12.850396	1	69251	2133	10466	15.1131	2.27643	36.1	42.5
NODE_856_length_63204_cov_8.868406	1	63204	404	7265	11.4945	0.260078	35.7	24.9
NODE_1194_length_52074_cov_7.942675	1	52074	440	9105	17.4847	0.429696	35.9	28.1
NODE_1420_length_47233_cov_8.838081	1	47233	302	2496	5.28444	0.233777	36	24.5
NODE_1436_length_46824_cov_7.616669	1	46824	455	1726	3.68614	0.436699	36	13.5
NODE_1508_length_45232_cov_9.264427	1	45232	196	2016	4.45702	0.124071	36.2	20.3
NODE_1577_length_44096_cov_8.324152	1	44096	364	5484	12.4365	0.357243	32.7	15.8
NODE_1646_length_43040_cov_8.719390	1	43040	200	3520	8.17844	0.186803	35.5	22.9
NODE_1772_length_40921_cov_9.517619	1	40921	228	2513	6.1411	0.181789	36	18.8
NODE_1916_length_39337_cov_8.932310	1	39337	189	3233	8.21873	0.234817	35.4	19.6
NODE_1957_length_38806_cov_9.092488	1	38806	405	4776	12.3074	0.361851	35.7	14.7
NODE_1972_length_38606_cov_9.159347	1	38606	138	755	1.95565	0.0802207	35.9	16.5
NODE_2009_length_37989_cov_8.527864	1	37989	181	3108	8.18132	0.157651	35.9	21.6
NODE_2032_length_37721_cov_6.141746	1	37721	351	2756	7.30628	0.517166	35.8	31.3
NODE_2127_length_36668_cov_9.175429	1	36668	198	4490	12.245	0.221528	35.8	20.9
NODE_2208_length_35744_cov_9.087478	1	35744	178	3328	9.31065	0.211588	35.8	15.6
NODE_2258_length_35281_cov_9.431670	1	35281	152	961	2.72385	0.0932513	36.2	24.7
NODE_2460_length_33255_cov_9.189548	1	33255	213	3751	11.2795	0.279687	35.9	22.5
NODE_2535_length_32552_cov_8.245253	1	32552	201	3290	10.1069	0.266835	36.1	27.6
NODE_2537_length_32535_cov_8.815117	1	32535	133	2315	7.11541	0.133733	35.4	18.7
NODE_2586_length_32108_cov_8.699747	1	32108	117	1878	5.84901	0.123894	35.9	13.3
NODE_2723_length_31010_cov_8.910774	1	31010	197	4291	13.8375	0.295485	35.9	19.7
NODE_2961_length_29285_cov_9.392302	1	29285	122	3228	11.0227	0.184156	36.1	22.4
NODE_3006_length_28897_cov_9.016746	1	28897	142	3301	11.4233	0.199536	35.8	21.1
NODE_3027_length_28735_cov_10.070432	1	28735	246	5788	20.1427	0.575187	35.9	35
NODE_3103_length_28295_cov_9.578364	1	28295	99	1859	6.57007	0.167485	35.9	21.5
NODE_3105_length_28266_cov_7.166389	1	28266	95	562	1.98825	0.0792825	36	10.4
NODE_3148_length_28028_cov_8.824545	1	28028	125	2410	8.59854	0.149636	36	18.3
NODE_3296_length_27042_cov_8.566569	1	27042	179	1994	7.37371	0.274166	35.9	19.3
NODE_3339_length_26805_cov_9.823327	1	26805	112	2310	8.6178	0.147622	35.8	18.7
NODE_3379_length_26613_cov_9.213834	1	26613	83	672	2.52508	0.0830421	36.3	21.5
NODE_3466_length_26124_cov_8.475392	1	26124	200	4680	17.9146	0.412647	35.8	23.9
NODE_3641_length_25245_cov_9.293172	1	25245	134	3563	14.1137	0.252961	35.7	24.2
NODE_3733_length_24751_cov_9.316367	1	24751	111	1654	6.68256	0.16569	35.6	19.7
NODE_3944_length_23774_cov_9.857709	1	23774	107	2109	8.87104	0.175276	36	30.5
NODE_3974_length_23607_cov_10.186566	1	23607	111	2936	12.437	0.257635	35.8	23.7
NODE_4060_length_23239_cov_9.407177	1	23239	102	1899	8.17161	0.157709	35.6	16.5
NODE_4074_length_23189_cov_8.702170	1	23189	138	2417	10.423	0.272974	35.8	33.7
NODE_4105_length_23023_cov_7.049591	1	23023	48	554	2.40629	0.0480389	35.8	23.3
NODE_4514_length_21596_cov_9.202080	1	21596	258	2612	12.0948	1.09923	35.2	22.6
NODE_4647_length_21185_cov_9.007336	1	21185	96	1289	6.08449	0.136134	35.6	32.4
NODE_4715_length_20897_cov_8.666683	1	20897	91	2015	9.64253	0.22185	35.8	16.4
NODE_4738_length_20810_cov_8.908408	1	20810	354	5187	24.9255	0.910668	30.5	16.8
NODE_4773_length_20692_cov_9.092116	1	20692	242	2691	13.005	0.51126	36.1	22.3
NODE_4847_length_20421_cov_8.281793	1	20421	147	3512	17.198	0.479996	36.1	33.7
NODE_4864_length_20355_cov_9.371970	1	20355	106	900	4.42152	0.136232	36.2	18.9
NODE_5053_length_19760_cov_8.725349	1	19760	117	1763	8.92206	0.203239	35.8	16.5
NODE_5144_length_19467_cov_7.937049	1	19467	151	3548	18.2257	0.345611	36	24.7
NODE_5300_length_19013_cov_7.695801	1	19013	90	890	4.68101	0.125861	35.8	17.2
NODE_5305_length_19001_cov_8.833738	1	19001	75	1275	6.71017	0.136098	35.9	23.7
NODE_5321_length_18971_cov_8.689575	1	18971	57	953	5.02346	0.0961468	36.1	22
NODE_5329_length_18947_cov_8.600942	1	18947	130	1254	6.61846	0.232543	35.7	14.2
NODE_5346_length_18887_cov_9.220476	1	18887	68	1135	6.00942	0.112617	35.6	15.4
NODE_5398_length_18718_cov_8.724321	1	18718	60	1365	7.29245	0.122342	35.5	20.8
NODE_5501_length_18444_cov_9.629942	1	18444	76	1619	8.77792	0.153654	35.9	21
NODE_5518_length_18390_cov_8.622362	1	18390	416	2596	14.1164	1.16335	35.8	17.5
NODE_5573_length_18227_cov_7.938587	1	18227	196	5368	29.4508	0.637296	35.9	17.4
NODE_5602_length_18163_cov_9.421361	1	18163	56	304	1.67373	0.0721246	36.5	30.6
NODE_5830_length_17635_cov_5.897952	1	17635	52	283	1.60476	0.0597108	36.2	17.9
NODE_5831_length_17628_cov_9.038639	1	17628	206	969	5.49694	0.285455	36.1	31.5
NODE_5877_length_17519_cov_9.619503	1	17519	85	3333	19.0251	0.30641	35.6	22.2
NODE_5930_length_17393_cov_9.269466	1	17393	139	1610	9.2566	0.231127	36	27
NODE_6115_length_17030_cov_9.003358	1	17030	75	1760	10.3347	0.170464	35.9	20.4
NODE_6150_length_16970_cov_9.407213	1	16970	218	4104	24.1839	0.816735	35.7	22.5
NODE_6245_length_16802_cov_8.172986	1	16802	429	1448	8.61802	1.09255	36.1	4.97
NODE_6299_length_16700_cov_9.059417	1	16700	91	2496	14.9461	0.311976	35.7	25.4
NODE_6377_length_16575_cov_9.269613	1	16575	154	556	3.35445	0.219125	35.9	22.1
NODE_6453_length_16400_cov_9.107923	1	16400	89	2406	14.6707	0.313902	35.7	20.4
NODE_6509_length_16269_cov_8.747996	1	16269	70	1448	8.90036	0.162149	35.7	29.3
NODE_6570_length_16175_cov_9.091253	1	16175	82	236	1.45904	0.0990417	36.5	20.9
NODE_6740_length_15854_cov_8.760048	1	15854	52	360	2.27072	0.0691939	36.4	30.5
NODE_6784_length_15773_cov_8.866395	1	15773	83	1881	11.9254	0.203132	35.5	25.8
NODE_6798_length_15744_cov_10.942762	1	15744	107	1644	10.4421	0.243712	36.3	20.5
NODE_6919_length_15518_cov_9.360926	1	15518	57	1074	6.92099	0.142544	35.7	19.6
NODE_6960_length_15445_cov_14.977583	1	15445	117	4835	31.3046	0.672062	36	1.62
NODE_7012_length_15354_cov_10.501079	1	15354	101	2910	18.9527	0.369871	35.7	20.6
NODE_7160_length_15100_cov_6.771486	1	15100	13	157	1.03974	0.0181457	36.4	9.31
