user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SPAdes-MetaBAT2Refined-S17.36_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__QHCF01;g__;s__						GCA_003244275.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__QHCF01;g__QHCF01;s__QHCF01 sp003244275	77.72	0.32	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__QHCF01;g__;s__	taxonomic classification defined by topology and ANI			90.25	11	0.776869728726465	
SPAdes-MetaBAT2Refined-S17.37	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__;s__											d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__;s__	taxonomic novelty determined using RED			83.16	11	0.8708297272705204	
SPAdes-MetaBAT2Refined-S17.38	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SCQP01;g__SCQP01;s__						GCA_004299485.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SCQP01;g__SCQP01;s__SCQP01 sp004299485	76.99	0.27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI			75.92	11	0.8562670737553181	
SPAdes-MetaBAT2Refined-S17.39_sub	d__Bacteria;p__Chloroflexota;c__UBA4733;o__UBA4733;f__UBA4733;g__UBA4733;s__						GCA_002404055.1	95.0	d__Bacteria;p__Chloroflexota;c__UBA4733;o__UBA4733;f__UBA4733;g__UBA4733;s__UBA4733 sp002404055	78.13	0.39	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI			42.05	11	0.9040137779010002	Genome has more than 11.7% of markers with multiple hits
SPAdes-MetaBAT2Refined-S17.3_sub	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__											d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	ANI		GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.61, 0.24; GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.24, 0.16; GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 77.04, 0.21; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 76.94, 0.14; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 76.56, 0.17	50.45	11	0.8923995563684144	
SPAdes-MetaBAT2Refined-S17.50	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Sphaerobacter;s__						GCF_000024985.1	95.0	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Sphaerobacter;s__Sphaerobacter thermophilus	78.17	0.33	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI			89.42	11	0.8662398676095192	
SPAdes-MetaBAT2Refined-S17.51	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSGV01;f__;g__;s__						GCA_011057325.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSGV01;f__DSGV01;g__DSGV01;s__DSGV01 sp011057325	76.02	0.13	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI			55.73	11	0.7003026519562254	
SPAdes-MetaBAT2Refined-S17.52	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	taxonomic classification fully defined by topology			89.74	11	0.8240740297563205	
SPAdes-MetaBAT2Refined-S17.59	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			92.36	11	0.7743485055339693	
SPAdes-MetaBAT2Refined-S17.61	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic novelty determined using RED			87.61	11	0.8248952106697613	
SPAdes-MetaBAT2Refined-S17.63	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	taxonomic classification fully defined by topology			96.31	11	0.8049032861389733	
SPAdes-MetaBAT2Refined-S17.65_sub	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCA01;g__;s__						GCA_003244095.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCA01;g__QHCA01;s__QHCA01 sp003244095	77.44	0.29	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI			90.95	11	0.8096081063329683	
SPAdes-MetaBAT2Refined-S17.66	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__											d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic novelty determined using RED			86.7	11	0.8352862223275811	
SPAdes-MetaBAT2Refined-S17.68_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			87.71	11	0.7719260685163715	
SPAdes-MetaBAT2Refined-S17.70_sub	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__											d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__	ANI		GCA_003136795.1, s__PALSA-600 sp003136795, 95.0, 80.35, 0.46; GCA_013362295.1, s__PALSA-600 sp013362295, 95.0, 80.29, 0.46; GCA_013821525.1, s__PALSA-600 sp013821525, 95.0, 79.43, 0.41; GCA_903930195.1, s__PALSA-600 sp903930195, 95.0, 79.0, 0.42; GCA_009702325.1, s__PALSA-600 sp009702325, 95.0, 77.45, 0.23; GCA_903915545.1, s__PALSA-600 sp903915545, 95.0, 77.42, 0.23; GCA_900299235.1, s__PALSA-600 sp900299235, 95.0, 77.3, 0.26	76.57	11	0.918304231049106	
SPAdes-MetaBAT2Refined-S17.73_sub	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__AG-12;s__						GCA_013044295.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__AG-12;s__AG-12 sp013044295	78.33	0.34	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__;s__	taxonomic classification defined by topology and ANI			89.68	11	0.8824236598945979	
SPAdes-MetaBAT2Refined-S17.76	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__PALSA-350;s__						GCA_003152195.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__PALSA-350;s__PALSA-350 sp003152195	76.78	0.13	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI			90.13	11	0.9159561980474764	
SPAdes-MetaBAT2Refined-S17.79	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__;s__											d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__;s__	taxonomic classification fully defined by topology			82.43	11	0.817156459556346	
SPAdes-MetaBAT2Refined-S17.84_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic classification fully defined by topology			69.98	11	0.8474258711068897	
SPAdes-MetaBAT2Refined-S17.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			93.85	11	0.7744385256938907	
SPAdes-MetaBAT2Refined-S17.87_sub	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__;s__						GCA_903970495.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__CAJCIY01;s__CAJCIY01 sp903970495	77.25	0.31	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI			85.03	11	0.8327110732109946	
SPAdes-MetaBAT2Refined-S17.88	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__JABEUX01;s__											d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__	taxonomic novelty determined using RED			90.75	11	0.8807639764422042	
SPAdes-MetaBAT2Refined-S17.90_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__PALSA-688;s__						GCA_003156795.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__PALSA-688;s__PALSA-688 sp003156795	77.46	0.18	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic classification defined by topology and ANI			66.9	11	0.9002669996325396	
SPAdes-MetaBAT2Refined-S17.91	d__Bacteria;p__Chloroflexota;c__UBA4733;o__UBA4733;f__UBA4733;g__UBA4733;s__						GCA_002404055.1	95.0	d__Bacteria;p__Chloroflexota;c__UBA4733;o__UBA4733;f__UBA4733;g__UBA4733;s__UBA4733 sp002404055	80.1	0.47	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI			82.85	11	0.9383929070982856	
SPAdes-MetaBAT2Refined-S17.92	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__						GCA_013815535.1	95.0	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JACDGC01;g__JACDGC01;s__JACDGC01 sp013815535	75.43	0.03	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__	taxonomic classification defined by topology and ANI			76.97	11	0.6922675043666209	
SPAdes-MetaBAT2Refined-S17.94	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__						GCF_000620725.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp000620725	78.33	0.33	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	taxonomic classification defined by topology and ANI		GCF_008682415.1, s__Terracidiphilus sp008682415, 95.0, 78.17, 0.33; GCA_002314435.1, s__Terracidiphilus sp002314435, 95.0, 77.99, 0.28; GCA_003170825.1, s__Terracidiphilus sp003170825, 95.0, 77.95, 0.3; GCA_903849645.1, s__Terracidiphilus sp903849645, 95.0, 77.92, 0.27; GCA_003151435.1, s__Terracidiphilus sp003151435, 95.0, 77.78, 0.28; GCA_003134855.1, s__Terracidiphilus sp003134855, 95.0, 77.75, 0.25; GCA_003142935.1, s__Terracidiphilus sp003142935, 95.0, 77.57, 0.23; GCA_003139795.1, s__Terracidiphilus sp003139795, 95.0, 77.54, 0.26; GCA_903842065.1, s__Terracidiphilus sp903842065, 95.0, 77.49, 0.19; GCA_003138365.1, s__Terracidiphilus sp003138365, 95.0, 77.48, 0.21; GCA_003133425.1, s__Terracidiphilus sp003133425, 95.0, 77.46, 0.21; GCA_003167305.1, s__Terracidiphilus sp003167305, 95.0, 77.45, 0.31; GCF_003131205.1, s__Terracidiphilus savannae, 95.0, 77.45, 0.23; GCA_003162495.1, s__Terracidiphilus sp003162495, 95.0, 77.43, 0.25; GCA_003138515.1, s__Terracidiphilus sp003138515, 95.0, 77.4, 0.21; GCF_900290245.1, s__Terracidiphilus gaucii, 95.0, 77.4, 0.19; GCF_001449115.1, s__Terracidiphilus gabretensis, 95.0, 77.38, 0.19; GCA_903828675.1, s__Terracidiphilus sp903828675, 95.0, 77.37, 0.2; GCA_003161045.1, s__Terracidiphilus sp003161045, 95.0, 77.31, 0.29; GCA_003142015.1, s__Terracidiphilus sp003142015, 95.0, 77.25, 0.22; GCA_003165075.1, s__Terracidiphilus sp003165075, 95.0, 77.22, 0.23; GCA_003171315.1, s__Terracidiphilus sp003171315, 95.0, 77.21, 0.26; GCA_903911925.1, s__Terracidiphilus sp903911925, 95.0, 77.2, 0.22; GCA_002307235.1, s__Terracidiphilus sp002307235, 95.0, 77.2, 0.21; GCA_003159355.1, s__Terracidiphilus sp003159355, 95.0, 77.16, 0.25; GCA_003165095.1, s__Terracidiphilus sp003165095, 95.0, 77.15, 0.17; GCA_003140785.1, s__Terracidiphilus sp003140785, 95.0, 77.09, 0.17; GCA_003134815.1, s__Terracidiphilus sp003134815, 95.0, 76.97, 0.17; GCA_003165935.1, s__Terracidiphilus sp003165935, 95.0, 76.9, 0.16; GCA_003156235.1, s__Terracidiphilus sp003156235, 95.0, 76.87, 0.16; GCA_003166055.1, s__Terracidiphilus sp003166055, 95.0, 76.83, 0.17; GCA_003165005.1, s__Terracidiphilus sp003165005, 95.0, 76.82, 0.22; GCA_003140705.1, s__Terracidiphilus sp003140705, 95.0, 76.75, 0.12; GCA_003156495.1, s__Terracidiphilus sp003156495, 95.0, 76.67, 0.14; GCA_003151985.1, s__Terracidiphilus sp003151985, 95.0, 76.55, 0.14; GCA_003164635.1, s__Terracidiphilus sp003164635, 95.0, 76.07, 0.12	92.91	11	0.958360068185263	
SPAdes-MetaBAT2Refined-S17.95_sub	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__											d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__	taxonomic novelty determined using RED			94.76	11	0.8496141627673999	
SPAdes-MetaBAT2Refined-S17.96_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__						GCA_009785715.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__WQVT01;s__WQVT01 sp009785715	77.35	0.24	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	taxonomic classification defined by topology and ANI			90.47	11	0.841879872774068	
SPAdes-MaxBin2Refined-S1.003	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum;s__						GCF_000284315.1	95.0	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum;s__Leptospirillum ferrooxidans	93.73	0.86	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic classification defined by topology and ANI			85.57	11	0.994316345041396	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SPAdes-MaxBin2Refined-S1.007_sub	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum;s__						GCF_000284315.1	95.0	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum;s__Leptospirillum ferrooxidans	90.5	0.61	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic classification defined by topology and ANI			69.84	11	0.9917587504234682	
SPAdes-MaxBin2Refined-S1.010_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__						GCF_900156265.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__Acidiphilium rubrum	79.38	0.48	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__	taxonomic classification defined by topology and ANI		GCF_000202835.1, s__Acidiphilium multivorum, 95.0, 79.47, 0.47; GCF_902712915.1, s__Acidiphilium sp002255515, 95.0, 79.21, 0.4; GCA_002279355.1, s__Acidiphilium sp002279355, 95.0, 77.19, 0.21	85.09	11	0.9566543074239656	
SPAdes-MaxBin2Refined-S1.012_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__Thiomonas delicata	GCF_900088825.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__Thiomonas delicata	98.87	0.8	GCF_900088825.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__Thiomonas delicata	98.87	0.8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900089495.1, s__Thiomonas sp900089495, 95.0, 83.54, 0.63; GCA_013044035.1, s__Thiomonas sp013044035, 95.0, 82.05, 0.52; GCF_000377645.1, s__Thiomonas sp000377645, 95.0, 80.37, 0.46; GCF_000253115.1, s__Thiomonas arsenitoxydans, 95.0, 80.07, 0.42; GCF_001418255.1, s__Thiomonas bhubaneswarensis, 95.0, 79.77, 0.43; GCF_002028405.1, s__Thiomonas intermedia, 95.0, 79.42, 0.42; GCF_000733775.1, s__Thiomonas sp000733775, 95.0, 79.39, 0.41; GCA_011334805.1, s__Thiomonas sp011334805, 95.0, 79.35, 0.41	95.45	11		
SPAdes-MaxBin2Refined-S1.014_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__	ANI		GCF_000202835.1, s__Acidiphilium multivorum, 95.0, 81.27, 0.61; GCF_902712915.1, s__Acidiphilium sp002255515, 95.0, 81.08, 0.55; GCF_900156265.1, s__Acidiphilium rubrum, 95.0, 79.73, 0.55; GCA_002279355.1, s__Acidiphilium sp002279355, 95.0, 76.98, 0.22	88.82	11	0.9524859243178656	
SPAdes-MaxBin2Refined-S1.015_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__						GCA_002413385.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__UBA5172 sp002413385	82.13	0.45	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__	taxonomic classification defined by topology and ANI		GCF_009765785.1, s__UBA5172 sp009765785, 95.0, 82.25, 0.64; GCA_003138795.1, s__UBA5172 sp003138795, 95.0, 82.17, 0.59; GCF_014083945.1, s__UBA5172 sp014083945, 95.0, 79.58, 0.35; GCA_903970395.1, s__UBA5172 sp903970395, 95.0, 78.85, 0.29	80.66	11	0.9804218981512306	
SPAdes-MetaBAT2Refined-S1.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Midichloriaceae;g__Jidaibacter;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Midichloriaceae;g__;s__	taxonomic novelty determined using RED			94.46	11	0.9124395688736682	
SPAdes-MetaBAT2Refined-S1.19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__JABEVD01;g__JABEVD01;s__						GCA_013044025.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__JABEVD01;g__JABEVD01;s__JABEVD01 sp013044025	78.49	0.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__;g__;s__	taxonomic classification defined by topology and ANI			96.09	11	0.8585753732045123	
SPAdes-MetaBAT2Refined-S1.20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella sp013043965	GCA_013043965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella sp013043965	98.62	0.87	GCA_013043965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella sp013043965	98.62	0.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013044075.1, s__Gallionella sp013044075, 95.0, 85.54, 0.78; GCA_001577345.1, s__Gallionella acididurans, 95.0, 80.04, 0.38; GCA_002403995.1, s__Gallionella sp002403995, 95.0, 79.11, 0.37; GCA_001801105.1, s__Gallionella sp001801105, 95.0, 79.04, 0.37; GCA_001801215.1, s__Gallionella sp001801215, 95.0, 78.94, 0.32; GCA_001801175.1, s__Gallionella sp001801175, 95.0, 78.93, 0.34; GCA_003153155.1, s__Gallionella sp003153155, 95.0, 78.93, 0.37; GCA_003134595.1, s__Gallionella sp003134595, 95.0, 78.91, 0.35; GCA_002429165.1, s__Gallionella sp002429165, 95.0, 78.88, 0.33; GCA_004298605.1, s__Gallionella sp004298605, 95.0, 78.75, 0.42; GCA_903858965.1, s__Gallionella sp903858965, 95.0, 78.66, 0.37; GCA_001801085.1, s__Gallionella sp001801085, 95.0, 78.64, 0.31; GCA_002381565.1, s__Gallionella sp002381565, 95.0, 78.37, 0.35; GCA_001801055.1, s__Gallionella sp001801055, 95.0, 78.28, 0.31; GCA_903934275.1, s__Gallionella sp903934275, 95.0, 78.12, 0.25; GCA_002780675.1, s__Gallionella sp002780675, 95.0, 77.77, 0.39; GCA_003235435.1, s__Gallionella sp003235435, 95.0, 77.59, 0.25; GCF_000145255.1, s__Gallionella capsiferriformans, 95.0, 77.41, 0.21; GCA_903885165.1, s__Gallionella sp903885165, 95.0, 77.4, 0.21; GCA_001801025.1, s__Gallionella sp001801025, 95.0, 77.34, 0.21; GCA_013141315.1, s__Gallionella sp013141315, 95.0, 77.3, 0.2; GCA_002414205.1, s__Gallionella sp002414205, 95.0, 76.78, 0.22; GCA_903861075.1, s__Gallionella sp903861075, 95.0, 76.77, 0.09; GCA_903915035.1, s__Gallionella sp903915035, 95.0, 76.75, 0.17; GCA_903876685.1, s__Gallionella sp903876685, 95.0, 76.49, 0.13	98.31	11		
SPAdes-MetaBAT2Refined-S1.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__;s__	taxonomic novelty determined using RED			97.12	11	0.8990021123272165	
SPAdes-MetaBAT2Refined-S1.30	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__	ANI		GCA_903904755.1, s__CAIVDV01 sp903904755, 95.0, 77.47, 0.22; GCA_903832055.1, s__CAIVDV01 sp903832055, 95.0, 77.14, 0.2; GCA_903832475.1, s__CAIVDV01 sp903832475, 95.0, 76.9, 0.15	92.2	11	0.9233184866143124	
